source,keyword,title,authors,doi,publication_date,journal,abstract
PubMed,aortic stenosis,Feasibility and utility of anatomical and physiological evaluation of coronary artery disease with cardiac CT in severe aortic stenosis (FUTURE-AS registry).,Abdul Rahman Ihdayhid; Stephanie L Sellers; Venkateshwar Polsani; Timothy Fairbairn; John Khoo; Timothy P Fitzgibbons; Frank Corrigan; Brian Ko; Robert Gooley; Esad Vucic; Shizhen Liu; Fionn Coughlan; Gerald Yong; Sharad Shetty; Andrew Chatfield; Mariama Akodad; Arash Mohammadi; Vikram Raju; Stephen Lewin; Philipp Blanke; Nikolaos Kakouros; Janarthanan Sathananthan; John Webb; David Wood; Jonathon Leipsic,10.1016/j.jcct.2025.12.012,2026-01-20,Journal of cardiovascular computed tomography,"Coronary artery disease (CAD) is common in patients with severe aortic stenosis (AS) and may impact transcatheter aortic valve replacement (TAVR) procedural and long-term outcomes. CT coronary angiography (CTA) and CT-derived fractional flow reserve (FFRCT) are tools used to assess CAD. However, adoption in the TAVR population is hindered by safety concerns with nitroglycerin and beta-blockers. The safety, accuracy, and utility of CTA and FFRCT optimised with these medications for TAVR have not been established.
This international, multi-center, prospective registry included severe AS patients referred for TAVR, assessed for CAD with CTA and FFRCT. Patients all received nitroglycerin and beta-blockers as needed to optimise image quality. Severe ventricular dysfunction, recent syncope/heart failure, critical hemodynamics, or prior revascularization were excluded. Significant CAD was defined as CTA stenosis ≥50 ​% and FFRCT≤0.75. Primary endpoint was per-patient sensitivity and negative predictive value (NPV) of CTA compared to invasive coronary angiography (ICA). Secondary endpoints included specificity and positive predictive value (PPV) of CTA and FFRCT, safety, feasibility (non-evaluable rate), and the modelled potential of CTA ​+ ​FFRCT to reduce pre-TAVR ICA.
327 patients (75.9 ​± ​9.7 years, 53 ​% male) underwent CTA. CTA was safe and well tolerated in nearly all patients, with transient hypotension in 4 (1.2 ​%). CTA was evaluable in 326 patients (99.7 ​%), with 9 (2.8 ​%) having a non-evaluable vessel. FFRCT and ICA were performed in 110 (33.6 ​%) and 133 (40.7 ​%) patients, respectively. Per-patient sensitivity, specificity, NPV, and PPV of CTA were 100 ​%, 71.4 ​%, 100 ​%, and 75.9 ​% and per-vessel 82.7 ​%, 78.9 ​%, 92.3 ​%, and 59.9 ​%. FFRCT improved specificity and PPV to 88.9 ​% and 88.0 ​% for per-patient and 95.1 ​% and 81.8 ​% for per-vessel analysis. Using a simulated triage model deferring ICA in patients with CTA <50 ​% or ≥50 ​% stenosis with FFRCT >0.75, 267 patients (81.7 ​%) could potentially have avoided ICA.
Coronary CTA performed with nitroglycerin and selective use of beta-blockers is safe and effective for assessing CAD in stable severe AS patients. Combining CTA and FFRCT enhances diagnostic accuracy, potentially reducing the need for invasive angiography and streamlining TAVR workup."
PubMed,aortic stenosis,Impact and prognostic implications of aortic stenosis across the heart failure spectrum: a cohort study.,Gregor Heitzinger; Christoph-Socrates Torrefranca; Sophia Koschatko; Charlotte Jantsch; Jan Nolte; Kseniya Halavina; Laurenz Hauptmann; Katharina Mascherbauer; Christina Brunner; Varius Dannenberg; Caglayan Demirel; Christian Nitsche; Daniel Zimpfer; Raphael Rosenhek; Christian Hengstenberg; Martin Hülsmann; Georg Goliasch; Noemi Pavo; Philipp E Bartko,10.1136/heartjnl-2025-326808,2026-01-21,Heart (British Cardiac Society),"Aortic stenosis (AS) frequently coexists with heart failure (HF), but its prevalence, prognostic impact and management across the full HF spectrum remain incompletely characterised.
In this retrospective cohort study, we analysed 22 906 patients with HF undergoing echocardiography between 2010 and 2020. AS was classified as mild, moderate, low-gradient (LG) or severe according to guideline criteria. Outcomes were assessed using Cox regression, stratified by HF subtype and adjusted for clinical confounders. The primary endpoint was event-free survival, defined as all-cause mortality or aortic valve replacement (AVR).
Moderate AS was present in 5.5%, LG AS in 2.5% and severe AS in 6.5% of HF patients, with HF with preserved ejection fraction (HFpEF) being the most common HF subtype across all AS grades. Increasing AS severity was associated with a stepwise increase in adverse outcomes compared with HF patients without AS (adjusted HR 2.20 (95% CI 2.00 to 2.41) for moderate AS; 3.32 (95% CI 2.97 to 3.72) for LG AS and 6.20 (95% CI 5.74 to 6.69) for severe AS). These associations were consistent across HFpEF, HF with mildly reduced EF and HF with reduced EF. Despite established guideline indications, only 59.5% (95% CI 57% to 62%) of HF patients with severe AS underwent AVR within 2 years.
AS is common in HF and is associated with substantially worse long-term outcomes across all HF subtypes, even at non-severe stages. The high mortality risk and frequent lack of intervention highlight major treatment gaps and underscore the need for prospective trials evaluating earlier intervention strategies."
PubMed,aortic stenosis,Genetic testing in cardiomyopathies: do we need to redefine the UK national testing criteria?,Andrew Chisom Madu; Anthony David Dimarco; Amy Hardy-Wallace; Archana Ganapathy; Henry Oluwasefunmi Savage; Jason N Dungu,10.1136/openhrt-2025-003838,2026-01-21,Open heart,"Inherited cardiac conditions, including dilated cardiomyopathy (DCM) and hypertrophic cardiomyopathy (HCM), may have a monogenic cause identified through genetic testing (GT). Confirmation of pathogenic gene variants can have important implications for the patient and their relatives. The UK National Genomic Test Directory (NGTD) provides strict criteria on the indications for GT; however, the European Society of Cardiology (ESC) recommends wider GT. We reviewed the prevalence of pathogenic genotypes in patients undergoing GT who did not meet the NGTD criteria.
We conducted a retrospective analysis of patients who underwent GT with a confirmed diagnosis of HCM or DCM attending the Essex Inherited Cardiac Conditions Clinic between January 2023 and January 2025.
257 patients were included in the analysis, with 136 patients with DCM (52.9%) and 121 patients with HCM (47.1%). The diagnostic yield of GT was 19.9% in DCM and 17.4% in HCM.14.8% of gene-positive patients with DCM and 14.3% of gene-positive patients with HCM did not meet current UK testing criteria, predominantly due to age of onset. All gene-positive patients in the DCM subgroup not meeting current NGTD criteria for testing had evidence of myocardial fibrosis.
A significant minority of patients (1 in 7) with cardiomyopathy and a pathogenic genotype did not meet current UK testing criteria; each patient has an average of 4 first-degree relatives at risk who will benefit from predictive GT. We propose the adoption of the wider ESC guidance, removing the strict age-related cut-offs and being guided more by the severity of the phenotype, particularly involving myocardial scarring."
PubMed,aortic stenosis,Bioprosthetic Aortic Valve Thrombosis Presenting as Recurrent Inferior Wall STEMI.,Thitikorn Kittiboonya; Surakiat Leelasithorn; Mann Chandavimol; Thinnakrit Sasiprapha; Surachai Kongrat; Nilubon Methachittiphan,10.1016/j.jaccas.2025.106594,2025-12-30,JACC. Case reports,"Prosthetic aortic valve thrombosis is an extremely rare cause of ST-segment elevation myocardial infarction (STEMI). This case highlights the diagnostic challenge of this clinical entity.
A 71-year-old man with bioprosthetic aortic and mitral valve replacement 15 years prior presented with recurrent inferior wall STEMI. Coronary angiography showed no significant stenosis, consistent with myocardial infarction with nonobstructive coronary arteries (MINOCA). Transesophageal echocardiogram revealed a 2-cm mobile thrombus on the right coronary cusp of the prosthetic aortic valve, intermittently occluding the right coronary artery ostium.
Bioprosthetic valve thrombosis typically occurs early postimplantation; this case is notable for its 15-year latency. It underscores the need to consider valve thrombosis in patients with bioprosthetic valves presenting with embolic phenomena or MINOCA, even long after surgery.
Clinicians should maintain a high suspicion for prosthetic valve thrombosis as a cause of MINOCA. Early diagnosis using comprehensive imaging, particularly transesophageal echocardiography, is critical to prevent complications."
PubMed,aortic stenosis,Sequential TAV-in-TAV Resolves LVOT Pseudoaneurysm-Related Paravalvular Leak.,Zeryab A Khan; Steven J Yakubov; Laura D Flannery; Carlos E Sanchez,10.1016/j.jaccas.2025.106599,2025-12-31,JACC. Case reports,
PubMed,aortic stenosis,Proximal Right Coronary Artery Stenosis Secondary to Surgical Suture After Aortic Root Replacement.,Jack Hartnett; Ramzi Ibrahim; Mahmoud Abdelnabi; Kristen Sell-Dottin; Kwan S Lee,10.1016/j.jaccas.2025.106710,2026-01-05,JACC. Case reports,"Coronary artery reimplantation during aortic root replacement can be complicated by coronary ostial stenosis. Although an uncommon complication, it can cause serious sequelae including acute coronary syndrome, ventricular failure, or ventricular arrhythmias, leading to sudden cardiac death.
We present the case of a 39-year-old man with previously normal coronary arteries who underwent aortic root replacement with a mechanical valve and conduit for severe aortic regurgitation secondary to Takayasu arteritis-induced aortopathy. Coronary angiography performed 5 months after surgery for new inferior regional wall motion abnormalities showed proximal right coronary artery (RCA) stenosis. Optical coherence tomography (OCT) identified a suture through the lumen of the RCA as the cause of the stenosis. This was treated with cutting balloon dilatation followed by drug-eluting stent placement.
This is to our knowledge the first reported case of proximal RCA stenosis secondary to a suture visualized by OCT in a reimplanted coronary artery.
OCT, a high-resolution intracoronary imaging modality, can help elucidate the etiology of stenosis of a reimplanted coronary artery."
PubMed,aortic stenosis,Predicting Suboptimal Outcomes After Initially Acceptable Aortic Valve Repair in Children.,Wen Zhang; Qi Jiang; Yifan Zhu; Dian Chen; Renjie Hu; Wei Dong; Haibo Zhang,10.1016/j.athoracsur.2025.12.006,2026-01-09,The Annals of thoracic surgery,"Aortic valve repair is preferred for congenital aortic valve disease in children, but its durability is limited. Although acceptable immediate repair results improve outcomes, late failures still occur. This study aimed to identify risk factors for suboptimal outcomes after an initially acceptable repair.
We retrospectively reviewed 287 patients undergoing primary aortic valve repair (2014-2023). Acceptable repair was defined as less than moderate aortic stenosis (AS) and mild or less aortic insufficiency (AI) after bypass. Suboptimal outcomes were defined as more than moderate AS/AI or reintervention after discharge. Cox analysis identified predictors among patients with acceptable repair, with a nomogram developed for pure AS patients.
Median age at repair was 3.5 years (interquartile range, 1.0-8.1 years). Acceptable repair was achieved in 183 of 287 (64%). Median follow-up was 2.5 years (interquartile range, 0.7-4.7 years). Acceptable repair yielded superior 4-year freedom from suboptimal outcomes vs residual lesions (75% vs 51%, P < .001). Among 121 pure AS patients with acceptable repair, independent predictors for suboptimal outcomes were smaller preoperative annulus z-score (hazard ratio [HR], 0.69; P = .007), higher preoperative peak gradient (HR, 1.02; P = .034), and prior balloon aortic valvuloplasty (HR, 5.92, P < .001). The nomogram showed good discrimination (C index = 0.78). For mixed/pure AI patients, leaflet extension/augmentation was associated with suboptimal outcomes on univariate but not multivariable analysis.
Acceptable initial repair is crucial but does not guarantee long-term success. Smaller annulus z-score, higher gradient, and prior balloon aortic valvuloplasty in pure AS independently predict subsequent valve failure despite adequate initial repair. These factors may aid risk stratification and inform surveillance intensity."
PubMed,aortic stenosis,TAVI-in-TAVI in a patient with morquio syndrome: a case report.,Diana Xiao Lan Chin; Gianantonio De Michele; Davide Cristofani; Francesco De Felice,10.1093/ehjcr/ytaf662,2026-01,European heart journal. Case reports,"Morquio syndrome (MPS IV) is a rare multi-systemic disorder with significant cardiovascular implications, including early-onset valvular disease. Due to the improved life expectancy, these patients could require complex interventional solutions such as TAVI-in-TAVI procedure.
We present the first reported case of a 65-year-old woman with Morquio syndrome undergoing a TAVI-in-TAVI procedure for structural degeneration of a prior transcatheter bioprosthetic valve. The procedure was technically challenging due to complex thoracic anatomy, small aortic annulus, and intermediate-risk of coronary obstruction. A self-expanding Evolut FX + valve were successfully implanted with favourable haemodynamic outcomes and no major complications.
This case highlights the feasibility and importance of individualized planning in complex redo-TAVI interventions in patients with rare congenital disorders."
PubMed,aortic stenosis,Coronary artery disease in patients undergoing transcatheter aortic valve replacement: Current evidence and future directions.,Bahaa El Deen Wehbeh; Moied Al Sakan; Jamil Francis; Rachad Ghazal; Samir Alam; Fadi Sawaya,10.1016/j.ahjo.2025.100710,2026-02,American heart journal plus : cardiology research and practice,"Coronary artery disease (CAD) coexists frequently with aortic stenosis (AS), and the optimal management of CAD in patients undergoing transcatheter aortic valve replacement (TAVR) remains incompletely defined due to limited and heterogeneous evidence. This review aims to integrate the current evidence on the epidemiology and shared pathophysiology of CAD and AS, summarize the diagnostic algorithms for CAD in the TAVR population, and evaluates revascularization strategies with a focus on the timing of percutaneous coronary intervention relative to valve replacement. Current evidence suggests that while routine PCI in TAVR candidates for stable CAD may offer limited benefit, revascularization in patients with complex CAD or high anatomical burden may improve outcomes. This review further characterizes the incidence, proposed mechanisms, and prognostic significance of post-TAVR coronary events and outlines emerging strategies to optimize ischemic and procedural outcomes in this high-risk cohort."
PubMed,aortic stenosis,Shared Decision-Making in Chronic Stable Angina and Severe Aortic Stenosis.,Woong Su Yoon; Jang-Whan Bae,10.4070/kcj.2025.0261,2025-11-18,Korean circulation journal,"Shared decision-making (SDM) is the process that promotes the agreement between treatment choices based on patient values and medical knowledge. For chronic stable angina, this involves facilitating decision-making between percutaneous coronary intervention and guideline-directed medical therapy according to personalized risks and benefits associated with these 2 treatment options. In severe aortic valve stenosis, SDM again comes to play, this time to select between transcatheter aortic valve implantation and surgical aortic valve replacement. The implementation of SDM in South Korea faces challenges, including limited patient involvement and preference for physician-driven decisions. Structural improvements cover multidisciplinary heart team discussion and patient education tools which integrate SDM well into enhancing patient-centered care by addressing these barriers to improve treatment accessibility and outcome in the South Korean healthcare system."
