source,keyword,title,authors,doi,publication_date,journal,abstract
PubMed,aortic stenosis,Transcatheter Aortic Valve Replacement for Bicuspid Versus Tricuspid Aortic Stenosis: A Systematic Review and Meta-Analysis.,Fang-Hui Zhu; Xi Peng; Yun-Qi Zhang; Nan Chen; Xiao-Han Zhao; Hui-Ping Zhang,10.31083/RCM49401,2026-07,Reviews in cardiovascular medicine,"Although the bicuspid aortic valve (BAV) is a major cause of aortic stenosis (AS), limited evidence exists regarding the safety and efficacy of transcatheter aortic valve replacement (TAVR) in BAV patients. This study aimed to compare TAVR outcomes between BAV and tricuspid aortic valve (TAV) cohorts.
We conducted a systematic search of PubMed, Web of Science, Embase, and the Cochrane Library to identify studies reporting 1-year follow-up outcomes. Pooled odds ratios (ORs) with 95% confidence intervals (CIs) were derived from a random-effects model.
The analysis included 31 studies involving 192,691 patients. Patients with BAV were younger than those with TAV (71.2 vs. 73.2 years, p < 0.01) and exhibited lower society of thoracic surgeons (STS) scores (3.5% vs. 4.3%, p < 0.05). Compared with TAV, BAV was associated with a lower likelihood of device success (OR = 0.80; 95% CI 0.65-0.98; p = 0.03) and an increased risk of moderate/severe paravalvular leak (PVL) (OR = 1.39; 95% CI 1.22-1.58; p < 0.01). No significant differences were observed in in-hospital mortality (OR = 1.10, 95% CI 0.86-1.42; p = 0.44), or major peri-procedural complications between the two cohorts. At 30 days, all-cause mortality (OR = 1.19, 95% CI 0.96-1.47, p = 0.11) and cardiovascular mortality (OR = 1.59, 95% CI 0.87-2.90; p = 0.13) were similar between BAV and TAV groups. While 1-year cardiovascular mortality showed no significant difference (OR = 0.70, 95% CI 0.42-1.16; p = 0.17), BAV patients exhibited a significant reduction in 1-year all-cause mortality (OR = 0.84, 95% CI 0.73-0.97; p = 0.01). This survival benefit was consistent in propensity-score matched cohorts (OR = 0.78, 95% CI 0.64-0.95; p = 0.01). Subgroup analysis further identified distinct survival advantages for BAV patients who were younger (OR = 0.82, 95% CI 0.71-0.95, p = 0.01), had lower STS scores (OR = 0.68, 95% CI 0.50-0.92, p = 0.01), or received balloon-expandable valves (OR = 0.76, 95% CI 0.61-0.94, p = 0.01). Notably, 1-year all-cause mortality rates were similar when stratified by aortic diameter or paravalvular leak (PVL) incidence.
This meta-analysis demonstrated that TAVR had similar safety and efficacy profiles for BAV and TAV patients. Additionally, BAV patients undergoing TAVR exhibited a reduced 1-year all-cause mortality compared to TAV patients.
CRD42025618185, https://www.crd.york.ac.uk/PROSPERO/view/CRD42025618185."
PubMed,aortic stenosis,When Time Matters in Aortic Stenosis: Can Transcatheter Aortic Valve Replacement Make a Difference in Non-Elective Cases?,Cecilia Villa Etchegoyen; Laurève Chollet; Mina Ahmed; Christine Bilauca; Juan M Farina; Milagros Pereyra; Isabel G Scalia; Mahshad Razaghi; Fatmaelzahraa E Abdelfattah; Kamal Awad; Abdelrahman Hafez; Sherif Ahmed; Chadi Ayoub; Said Alsidawi; John P Sweeney; Steven J Lester; Kwan S Lee; David Fortuin; Kristen A Sell-Dottin; Reza Arsanjani,10.31083/RCM49738,2026-07,Reviews in cardiovascular medicine,"The development of symptoms or left ventricular dysfunction in severe aortic stenosis (AS) is associated with high morbidity and mortality. While elective transcatheter aortic valve replacement (TAVR) is supported by robust randomized evidence, data on TAVR performed in non-elective settings (urgent, emergent, or salvage) remain limited and heterogeneous. In these settings, outcomes may be influenced more by baseline clinical severity than by procedural factors. This study aimed to systematically evaluate the safety and effectiveness of non-elective TAVR and to compare the associated outcomes with those of elective TAVR.
This systematic review and meta-analysis were conducted in accordance with the Preferred Reporting Items for Systematic reviews and Meta-Analyses (PRISMA) guidelines and registered with PROSPERO. The PubMed, Embase, and Scopus databases were searched for studies published after 2002 evaluating urgent, emergent, or salvage TAVR in adult patients with severe AS. Eligible studies were required to include elective TAVR as a comparator. Outcomes included mortality and major procedural complications. Prespecified era-based analyses and sensitivity analyses excluding studies at critical risk of bias were performed. Risk of bias was assessed using the ROBINS-I tool.
A total of 17 observational studies published between 2015 and 2025 were included, comprising 215,141 patients. Compared with elective patients, those undergoing non-elective TAVR had more advanced heart failure, higher NYHA class, greater comorbidity burden, and higher surgical risk scores, whereas baseline echocardiographic severity of AS was similar. Pooled outcomes for non-elective TAVR showed in-hospital, 30-day, and 1-year mortality rates of 5.1%, 12.4%, and 26.7%, respectively. Non-elective TAVR was associated with higher mortality at all time points compared with elective procedures; meanwhile, rates of stroke, vascular complications, and permanent pacemaker implantation were similar, while major bleeding and acute kidney injury were more frequent. Era-based analyses showed a stable relative mortality risk over time.
Although non-elective TAVR is associated with worse outcomes than elective procedures, these differences appear to be largely driven by baseline clinical severity rather than by the transcatheter intervention. In unstable patients with severe AS, non-elective TAVR remains the most effective definitive treatment option compared with balloon aortic valvuloplasty or conservative management.
CRD420251239620, https://www.crd.york.ac.uk/PROSPERO/view/CRD420251239620."
PubMed,aortic stenosis,Transcatheter Aortic Valve Replacement is Associated With a Lower Risk of Aortic Dissection Than Surgical Aortic Valve Replacement: A Propensity Score-Matched Analysis.,Mohamed Doma; Mangesh Kritya; Adham Ramadan; Ibrahim Kamel; Iuri Ferreira Felix; Seif Shlkamy; Shanmukh Sai Pavan Lingamsetty; Ahmed K Mahmoud; Mahmoud Ismayl; Ashwin Mahesh; Andrew M Goldsweig,10.31083/RCM50574,2026-07,Reviews in cardiovascular medicine,"Aortic valve replacement is the primary treatment for aortic valve disease and can be performed using either transcatheter (TAVR) or surgical (SAVR) approaches. The risk of aortic dissection (AD) with TAVR compared with SAVR remains unclear. We aimed to compare AD risk between TAVR and SAVR using a large, real-world cohort.
We conducted a retrospective cohort analysis using the TriNetX research network. Patients with a diagnosis of aortic stenosis, aortic insufficiency, mixed aortic valve disease (AVD), or unspecified AVDwho underwent either TAVR or SAVR were included. A 1:1 propensity score-matching (PSM) based on baseline characteristics was performed to adjust for potential confounding. Logistic regression and Cox proportional hazards models were used to estimate odds ratios (ORs) and hazard ratios (HRs), with 95% confidence intervals (CIs).
Among 95,043 patients undergoing isolated aortic valve replacement, 20,237 matched pairs were analyzed after 1:1 PSM. Baseline characteristics were well balanced, with a mean age of 73.3 ± 9.3 years in the TAVR group and 73.2 ± 8.5 years in the SAVR group; 60.8% and 60.7% were male, respectively. TAVR was associated with significantly lower odds of composite AD than SAVR at all time points (1-year OR 0.60; 95% CI 0.44-0.82; 3-year OR 0.64; 95% CI 0.48-0.83; 5-year OR 0.66; 95% CI 0.51-0.85; p < 0.01 for all). Stratified analyses demonstrated lower odds of both Stanford type A and type B AD at all time points. Kaplan-Meier analysis demonstrated a separation in composite AD-free survival between the two groups (HR 0.66; 95% CI 0.51-0.86; p = 0.002).
In this large, real-world cohort, despite a low event rate, TAVR was associated with a significantly lower likelihood of composite AD than SAVR."
PubMed,aortic stenosis,Outcomes of balloon-expandable versus self-expandable valves in TAVR for mixed aortic valve disease.,Irsa Hasan; Justin C Wang; Xander Jacquemyn; Takuya Ogami; Jianhui Zhu; Floyd Thoma; Derek Serna-Gallegos; Dustin Kliner; Amber Makani; David West; Catalin Toma; Ibrahim Sultan,10.1016/j.jjcc.2026.07.015,2026-07-30,Journal of cardiology,"The ideal valve choice for patients with mixed aortic stenosis defined as severe aortic stenosis with concomitant moderate or greater aortic regurgitation (AR) at the time of transcatheter aortic valve replacement (TAVR) remains unclear. This study aimed to compare outcomes between balloon-expandable valves (BEV) and self-expanding valves (SEV) in patients with mixed aortic valve disease undergoing TAVR.
A retrospective analysis was performed using prospectively collected institutional data from January 2012 to November 2024. Patients with trace/mild AR, or valve-in-valve procedures were excluded. After 1:1 propensity score matching, clinical and echocardiographic outcomes were compared. Endpoints were defined according to Valve Academic Research Consortium-3 criteria.
A total of 796 patients with mixed aortic valve disease underwent TAVR with either a BEV (n = 474) or SEV (n = 322). Propensity score matching was performed to create balanced cohorts (n = 286 per group) based on baseline characteristics. Clinical outcomes were similar between groups except the incidence of stroke (p < 0.001) and major vascular complications (p = 0.015) was notably higher with SEV. The SEV group exhibited a significantly lower aortic valve mean gradient at 30 days (7.92 ± 4.11 mmHg vs. 12.1 ± 4.51 mmHg, p < 0.001) and 1 year (8.53 ± 4.33 mmHg vs 12.5 ± 6.85 mmHg, p < 0.001). Despite a higher paravalvular leak rate in the SEV group at 30 days, this did not persist at 1 year (p = 0.77). There was no significant difference in estimated mortality at 1 and 5 years.
In patients with mixed aortic valve disease, TAVR with SEV resulted in superior hemodynamic performance but was associated with a higher rate of paravalvular leak, stroke, and major vascular complications in the short-term. While long-term survival was similar between groups, further investigation is warranted to optimize valve selection in these patients."
PubMed,aortic stenosis,Surgical relief of supravalvular aortic stenosis.,Vincent Le; Amine Mazine; Stephanie Perrier,10.1510/mmcts.2026.070,2026-07-30,Multimedia manual of cardiothoracic surgery : MMCTS,"A 10-month-old girl (72 cm, 8.86 kg) with an antenatal diagnosis of supravalvular aortic stenosis attributable to a maternally inherited elastin gene (7q11.23) deletion underwent elective repair of supravalvular aortic stenosis, aortic valve repair and ascending aortic enlargement."
PubMed,aortic stenosis,A Buddy When You Need One: Buddy Balloon-Assisted Bailout for Failed Valve Crossing During Transfemoral Transcatheter Aortic Valve Implantation.,Vasileios Leivaditis; Sofien Ayed; Roman Gottardi; Athanasios Papatriantafyllou; Robert Bernat; Manfred Dahm; Burghard Schumacher,10.7759/cureus.111746,2026-06,Cureus,"Failure of transcatheter heart valve advancement across a severely calcified native aortic valve is an uncommon but potentially procedure-threatening complication during transcatheter aortic valve implantation (TAVI). Various bailout techniques have been described; however, published experience with the buddy-balloon technique remains limited. A 77-year-old man with symptomatic severe calcific aortic stenosis (mean gradient 90 mmHg, valve area 0.5 cm²) was referred for transfemoral TAVI. Preprocedural imaging demonstrated extreme valvular calcification with favorable iliofemoral access. Following successful valve crossing, stiff guidewire placement, and balloon aortic valvuloplasty, advancement of a 26-mm balloon-expandable transcatheter heart valve remained impossible despite multiple conventional maneuvers, including flexion and optimization of coaxial alignment. A bailout buddy-balloon technique was therefore performed through secondary femoral arterial access. Repeat balloon inflation across the native valve temporarily modified the geometry of the heavily calcified valve complex, enabling successful passage and deployment of the prosthesis. Final angiography and echocardiography demonstrated an excellent procedural result, with only mild paravalvular regurgitation and no periprocedural complications. Severe valvular calcification remains an important cause of procedural complexity during TAVI. This case illustrates that the buddy-balloon technique may represent a feasible bailout strategy when standard methods fail to facilitate valve crossing. Familiarity with this maneuver may provide operators with an additional bailout option when confronted with challenging anatomy during transfemoral TAVI."
PubMed,aortic stenosis,Risk stratification and real-world management of pediatric AAORCA: discordance between anatomical features and clinical symptoms.,Jinjin Yu; Shushui Wang; Qinchang Chen; Ping Zhu; Wei Pan,10.3389/fcvm.2026.1876090,2026,Frontiers in cardiovascular medicine,"Anomalous aortic origin of the right coronary artery (AAORCA) is increasingly identified in children, yet risk stratification remains controversial. This study aims to identify key anatomical predictors of clinical symptoms and evaluate real-world management patterns in a large pediatric cohort.
We conducted a single-center retrospective cohort study in pediatric patients ≤18 years diagnosed with AAORCA between November 2021 and December 2025. Clinical presentation, imaging findings, management strategies, and follow-up outcomes were analyzed. Integrated anatomical features were derived using a predefined hierarchical approach incorporating surgical findings, CTA, and echocardiography. Multivariable logistic regression analysis was performed to identify factors associated with symptomatic presentation.
A total of 151 patients were included (mean age 7.40 ± 4.87 years; 60.9% male), of whom 51.7% presented with symptoms. High-risk anatomical features were frequently identified but showed incomplete concordance with clinical symptoms. In multivariable analysis, patient age was independently associated with symptom presentation. Although ostial stenosis showed a stronger unadjusted association with symptoms than other anatomical features, no anatomical variable remained independently associated with symptom status after adjustment. A real-world decision pathway revealed substantial heterogeneity in management strategies among patients with high-risk anatomical findings. No sudden cardiac death or major adverse cardiovascular events were observed during available follow-up.
Pediatric AAORCA demonstrates marked heterogeneity in clinical presentation, anatomical features, and management strategies. Clinical symptoms show incomplete concordance with high-risk anatomical features, highlighting the complexity of risk stratification in children. Among the evaluated clinical and anatomical characteristics, patient developmental age emerged as a strong independent predictor of symptoms, whereas ostial stenosis demonstrated the strongest unadjusted association with symptom status; however no anatomical variable remained independently associated with symptoms after multivariable adjustment. Real-world management strategies varied substantially and reflected individualized decision-making in the setting of limited pediatric evidence. Future studies may benefit from phenotype-oriented rather than anatomy-only risk classification frameworks."
PubMed,aortic stenosis,Early predictive value of prediction models for mortality after transcatheter aortic valve replacement: a systematic review and meta-analysis.,Ruiyan Wang; Mengyu He; Ziting Yuan; Jing Zhou; Lili Han; Xu Cheng; Yiming Chen; Feng Wang,10.3389/fcvm.2026.1757852,2026,Frontiers in cardiovascular medicine,"Transcatheter aortic valve replacement (TAVR) is increasingly used due to the rising incidence of aortic stenosis (AS). Early identification of mortality risk after TAVR is challenging. Although various prediction models have been developed, no systematic review has evaluated their effectiveness in predicting mortality risk. Therefore, this study aimed to systematically evaluate the performance of models for early prediction of mortality risk after TAVR, so as to provide evidence-based support for the future development or updating of risk assessment tools.
Databases (PubMed, Web of Science, Embase, and Cochrane Library) were systematically searched for studies on tools for predicting the risk of mortality after TAVR, up to June 2024. PROBAST was used to assess the risk of bias in the included studies. A subgroup analysis was conducted based on different time points.
This systematic review included 36 studies with 272,390 patients receiving TAVR and 6 major scoring tools encompassing 23 new machine learning models. The meta-analysis showed that the concordance index (C-index) was 0.610 (95% CI: 0.588-0.632) for European System for Cardiac Operative Risk Evaluation I (EuroSCORE I), 0.615 (95% CI: 0.588-0.643) for EuroSCORE II, 0.578 (95% CI: 0.531-0.625) for French Aortic National CoreValve and Edwards II (France II), 0.594 (95% CI: 0.554-0.633) for the OBSERVANT score, 0.648 (95% CI: 0.622-0.674) for the Society of Thoracic Surgeons (STS) risk model, 0.632 (95% CI: 0.616-0.648) for the American College of Cardiology Transcatheter Valve Therapy (ACC TVT) risk model, and 0.705 (95% CI: 0.677-0.733) for summarized machine learning models.
Determining the predictive performance of current established risk assessment tools for predicting the risk of modality after TAVR is challenging. Machine learning models seem to be more effective. Therefore, future research should include more subjects to develop more accurate models.
https://www.crd.york.ac.uk/PROSPERO/, identifier CRD42023485237."
PubMed,aortic stenosis,Case Report: A successful percutaneous revascularization of bilateral acute limb ischemia caused by an aortic saddle embolism in a patient with mitral stenosis.,Muhamad Sofan Dhani; Sulistiyati Bayu Utami; Safir Safir; Ilham Uddin,10.3389/fcvm.2026.1797744,2026,Frontiers in cardiovascular medicine,"An aortic saddle embolism (ASE) is an uncommon condition involving sudden aortoiliac occlusion where emboli lodge at the aortic bifurcation, causing bilateral lower-extremity arterial occlusion. This can lead to ischemia, potential amputation, or even death due to severe reperfusion injury and multiple organ failure. Prompt and effective restoration of arterial flow is crucial to prevent irreversible tissue infarction and to preserve limb viability. Various revascularization techniques, including endovascular and surgical thrombectomy, can be employed to manage this condition.
A 40-year-old woman presented with severe pain and numbness in both legs and a bluish tinge in both toes. An electrocardiogram showed atrial fibrillation, and transthoracic echocardiography revealed severe mitral stenosis. The patient underwent percutaneous angiography, which revealed total occlusion at the distal abdominal aorta, followed by percutaneous mechanical thrombectomy or percutaneous thromboaspiration, for which a vacuum-assisted device with conventional wall suction was used, which restored flow to the left lower extremity. Subsequently, the patient received heparin therapy, pain management, and anti-inflammatory treatment. A second percutaneous thromboaspiration with additional balloon angioplasty was performed several days later, which successfully restored flow to the right distal extremity. A duplex ultrasound evaluation after the second percutaneous procedure showed normal arterial and venous blood flow in both lower extremities. The patient experienced no significant complications and recovered fully. One year later, the patient underwent mitral valve replacement with good outcomes and no complications.
A modified wall-suction thromboaspiration may represent a feasible bailout or resource-adapted option for bilateral acute limb ischemia caused by an aortic saddle embolism when dedicated thrombectomy devices are unavailable, but the safety, blood loss risk, and reproducibility of this procedure require further evaluation."
PubMed,aortic stenosis,"Myocardial remodeling in valvular heart disease: pathophysiology, multimodality imaging and treatment implications.",Maximilian Autherith; Laurenz Hauptmann; Raghuram Palaparti; Philipp E Bartko; Christian Nitsche,10.1007/s10741-026-10660-0,2026-07-30,Heart failure reviews,"Valvular cardiomyopathy has emerged as a key concept linking valvular heart disease (VHD) with myocardial remodeling and the development of heart failure (HF). This state-of-the-art review provides a comprehensive overview of pathophysiological mechanisms, multimodality imaging, and implication for valve interventions across the spectrum of VHD. We systematically address HF in the context of aortic valve disease, including aortic stenosis and aortic regurgitation, mitral valve disease with a particular focus on mitral regurgitation, and tricuspid valve regurgitation. For each valvular lesion, we integrate evidence on pathophysiological mechanisms on myocardial (mal)adaptation leading to myocardial fibrosis and ultimately HF and death. Additionally, we highlight the role of multimodality imaging for early detection of myocardial remodeling and discuss implications for patient selection and timing of valve interventions. Beyond single-valve disease, we further explore the complex interplay of multiple and mixed valvular heart disease and review emerging data on the interaction between VHD and cardiac amyloidosis, an increasingly recognized and clinically relevant overlap. Overall, this state-of-the-art review underscores that outcomes in VHD are not solely determined by severity of valvular lesions but critically depend on the extent of associated myocardial damage. A deeper understanding of valvular cardiomyopathy may improve risk stratification, refine patient selection, and support the implementation of tailored therapeutic strategies."
