source,keyword,title,authors,doi,publication_date,journal,abstract
PubMed,aortic stenosis,The potential role of sex related differences of the microbiome and its impact on calcific aortic stenosis: a narrative review.,Sarah Atighetchi; Thomas Pilgrim; Yilmaz Bahtiyar; Gaspard Suc; Marina Urena-Alcazar; Yvonne Döring; Caroline Chong-Nguyen,10.1186/s13293-026-00932-7,2026-05-29,Biology of sex differences,"Aortic stenosis (AS) presents with distinct sex-related differences in clinical manifestation, pathophysiology, and response to treatment. Women typically present at an older age, with greater frailty, more pronounced symptoms, and paradoxical low-flow AS, often associated with concentric left ventricular remodeling and fibrotic valve changes. In contrast, men show a predominance of calcific AS, eccentric remodeling, and more extensive aortic valve calcification. These differences are not solely anatomical or hemodynamic; they extend to molecular pathways and emerging contributors such as the gut microbiota.Recent evidence suggests that gut microbiota composition and its metabolites, particularly trimethylamine-N-oxide (TMAO) and indoxyl sulfate (IS), play a sex-specific role in AS pathogenesis. Women generally exhibit a more diverse and cardioprotective microbiota profile, shaped by estrogen and dietary habits, that might explain lower levels of pro-calcific metabolites and a fibrotic valve phenotype. Conversely, men tend to have higher TMAO and IS levels, driven by a Firmicutes-enriched microbiota and androgenic modulation, which might promote calcification and inflammatory signaling in the aortic valve.This review integrates current knowledge on sex-related differences in AS, spanning clinical patterns, valvular remodeling, cellular and molecular signaling, and gut-heart interactions, to propose a hypothesis-driven framework on how gut microbiota may contribute to sex-specific differences in AS."
PubMed,aortic stenosis,Outcomes of TAVR Plus TEVAR Versus TAVR Alone in Patients with Concomitant Aortic Stenosis and Thoracic Aortic Aneurysm.,Ankit Agrawal; Akshat Banga; Umesh Bhagat; Akiva Rosenzveig; David Bull; Joshua B Goldberg; Andrew M Goldsweig,10.1016/j.hlc.2026.02.011,2026-05-29,"Heart, lung & circulation",
PubMed,aortic stenosis,SGLT2 inhibitors ameliorate myocardial hypertrophy in rats via AMPK/Nrf2-mediated ferroptosis suppression and antioxidant response.,Jiao Wang; Wen-Qiong Zhang; Lu-Lu Zhang; Hong-Tao Shi,10.1016/j.ejphar.2026.179049,2026-05-28,European journal of pharmacology,"This study investigated whether dapagliflozin, a sodium-glucose cotransporter 2 inhibitor, alleviates myocardial hypertrophy by modulating the AMP-activated protein kinase (AMPK)/nuclear factor E2-related factor 2 (Nrf2) signalling pathway, thereby reducing oxidative stress and ferroptosis. A rat model of myocardial hypertrophy was created using abdominal aortic stenosis. Rats were divided into blank, sham, surgery (Abdominal Aortic Coarctation, AAC), and dapagliflozin-treated groups (n=4), with evaluations at 2, 4, 8, and 12 weeks post-surgery. In vitro, an isoproterenol-induced hypertrophic model in H9C2 cardiomyocytes was used, involving control, ISO, dapagliflozin intervention, and separate or combined intervention groups with AMPK and Nrf2 inhibitors.Dapagliflozin treatment significantly improved cardiac function in pressure-overloaded rats, reduced myocardial hypertrophy and fibrosis, and lowered myocardial hypertrophy marker expression. It also enhanced superoxide dismutase activity, decreased malondialdehyde levels and myocardial iron deposition, and improved mitochondrial ultrastructural integrity, indicative of reduced ferroptosis. Mechanistic studies showed that dapagliflozin activates AMPK phosphorylation, promotes Nrf2 nuclear translocation, and upregulates downstream proteins. This protective effect was nullified when either AMPK or Nrf2 was specifically inhibited. Further, changes in expression levels following separate inhibition of AMPK and Nrf2 confirmed AMPK's regulatory role over Nrf2.In conclusion, dapagliflozin mitigates stress-induced myocardial hypertrophy by activating the AMPK/Nrf2 signalling pathway at least in the early stages, boosting myocardial antioxidant defence, and inhibiting ferroptosis. This study identifies the AMPK/Nrf2 pathway as a crucial mechanism in dapagliflozin's cardiovascular protective effects."
PubMed,aortic stenosis,Sex-specific gene expression signatures of calcific aortic valve stenosis in a large collection of human tissues.,Ursula Houessou; Pardis Zamani; Hasanga D Manikpurage; Zhonglin Li; Nathalie Gaudreault; Manel Dahmene; François Dagenais; Christian Couture; Marie-Annick Clavel; Philippe Pibarot; Patrick Mathieu; Yohan Bossé; Sébastien Thériault,10.1016/j.atherosclerosis.2026.120791,2026-05-22,Atherosclerosis,"The mechanisms underlying sex differences in calcific aortic valve stenosis (CAVS) are poorly understood. We aimed to uncover sex-specific gene expression signatures of CAVS, including genes located on sexual chromosomes.
We performed mRNA sequencing from the explanted aortic valves of 500 individuals from our institute who underwent aortic valve replacement (n = 440) or a heart transplant (n = 60). Differential gene expression analyses were performed according to biological sex (n = 175 women; n = 311 men), comparing individuals with severe forms of CAVS to those with no significant CAVS. Interaction analyses were used to identify genes exhibiting sex-specific variations in differential expression magnitude. We prioritized differentially expressed genes (DEGs) known to escape X chromosome inactivation (XCI) and with higher gene expression in women.
When comparing valves with severe CAVS to valves with no significant CAVS, we identified 2556 DEGs on the autosomes in female samples, and 2042 DEGs in male samples (|FC|≥2, FDR<5%). The interaction analysis revealed 114 genes with significantly different changes between sexes (FDR<5%). We prioritized 39 genes specifically dysregulated in women, primarily involved in extracellular matrix organization and cell adhesion, such as PRSS2 and MMP12. In contrast, 24 genes were more strongly dysregulated in men, including a mineralization network involving DMP1 and MEPE. Genes known to escape XCI, like PRKX and GYG2, showed evidence of sex-specific dysregulation.
A mineralization-associated network comprising DMP1 and MEPE was specifically dysregulated in CAVS in men while genes escaping XCI were more strongly associated with disease in women."
PubMed,aortic stenosis,Balloon pulmonary valvuloplasty for severe rheumatic pulmonary stenosis in quadrivalvular heart disease after prior multivalve surgery: a case report.,Tsebaot Tesfaye; Elsa Wolde Mamo; Mohammed Bedru,10.1093/ehjcr/ytag334,2026-05,European heart journal. Case reports,"Rheumatic heart disease predominantly affects left-sided cardiac valves. Quadrivalvular involvement with clinically significant pulmonary valve stenosis is exceedingly rare, and evidence regarding minimally invasive management strategies in such complex cases is limited.
A 30 year-old woman with chronic rheumatic heart disease and prior mitral and aortic bioprosthetic valve replacement with tricuspid valve repair presented with a four-month history of progressive exertional dyspnea and palpitations (New York Heart Association functional class lll). Transthoracic echocardiography revealed severe pulmonary valve stenosis with a peak gradient of 97 mmHg, moderate pulmonary regurgitation, mild tricuspid regurgitation, right ventricular hypertrophy with preserved systolic function, and normally functioning prosthetic mitral and aortic valves. Given the presence of predominant commissural fusion, minimal valve calcification, preserved right ventricular function, and elevated surgical risk due to prior cardiac surgery, percutaneous balloon pulmonary valvuloplasty was performed. An 18 x 40 x 110 mm Nucleus balloon was deployed under fluoroscopic guidance, resulting in immediate symptomatic improvement. Post-procedural echocardiography demonstrated a reduction in the pulmonary valve gradient to 35 mmHg. At follow-up visit at 1 week, 1 month, and 3 months, the patient remained asymptomatic, with sustained gradient reduction (35-38 mmHg), preserved right ventricular function, moderate but clinically well-tolerated pulmonary regurgitation, and continued normal prosthetic valve function.
Pulmonary valve involvement in rheumatic heart disease is rare and typically occurs as part of multivalvular disease. In carefully selected patients, balloon pulmonary valvuloplasty can provide a safe and effective minimally invasive alternative to reoperation, achieving durable hemodynamic and clinical improvement."
PubMed,aortic stenosis,Successful extracorporeal cardiopulmonary resuscitation with percutaneous coronary intervention after nearly three hours of refractory out-of-hospital cardiac arrest: a case report.,Rongheng Lu; Aijun Shan; Shaoxi Chen,10.1016/j.resplu.2026.101357,2026-05,Resuscitation plus,"Extracorporeal cardiopulmonary resuscitation (ECPR) has emerged as a rescue strategy for refractory cardiac arrest. However, evidence supporting ECPR after extremely prolonged cardiopulmonary resuscitation (CPR) exceeding 150 min in non-hypothermic cardiac arrest remains exceedingly rare, and the upper time limit for initiating ECPR has not been definitively established.
A 52-year-old previously healthy male experienced out-of-hospital cardiac arrest (OHCA) with an initial rhythm of asystole that subsequently converted to a shockable rhythm. Following approximately 174 min of resuscitation with intermittent unstable return of spontaneous circulation (ROSC), venoarterial extracorporeal membrane oxygenation (VA-ECMO) was emergently initiated. The initial arterial pH was 7.083 with a lactate of 17.54 mmol/L. Coronary angiography revealed 95% stenosis of the proximal left anterior descending artery (LAD) with visible thrombus, and percutaneous coronary intervention (PCI) with drug-eluting stent implantation was performed under ECMO support, achieving TIMI grade 3 flow. An intra-aortic balloon pump (IABP) was placed for additional hemodynamic support. The patient developed acute kidney injury requiring continuous renal replacement therapy (CRRT). He was successfully weaned from ECMO on day 3, regained consciousness on day 4, was extubated on day 5, and was discharged on day 31 with a Cerebral Performance Category (CPC) score of 1 and a left ventricular ejection fraction (LVEF) of 49%. At 12-month follow-up, the patient remains in excellent health.
To our knowledge, this is one of the longest reported durations from cardiac arrest to ECMO initiation (∼174 min) in a non-hypothermic OHCA patient who achieved complete neurological recovery (CPC 1). This case challenges the prevailing paradigm that resuscitation beyond 60 min is futile and underscores the potential of ECPR combined with timely revascularization when favorable prognostic factors coexist."
PubMed,aortic stenosis,Matrix metalloproteinase activation and TNF upregulation characterize the sclerotic phase of aortic valve disease.,Elizabeth Chan-Delgado; Claudia Lerma; Juan C Echeverría; Andrea Toledo; José M Torres-Arellano; Oscar Infante; Rafael Bojalil; Jorge E Cossío-Aranda; Nydia Ávila-Vanzzini; Luis M Amezcua-Guerra; Rashidi Springall,10.3389/bjbs.2026.16540,2026,British journal of biomedical science,"Aortic valve sclerosis (AVSc) is an active pathological process driven by extracellular matrix remodeling, consistent with a potentially reversible early stage of aortic valve disease.
In this cross-sectional study of 168 participants (29, normal aortic valve [NAV]; 98, AVSc; 41, aortic stenosis [AS]), serum levels of matrix metalloproteinase (MMP)-1, -2, -3, and -9, tissue inhibitor of metalloproteinases-1 (TIMP-1), tumor necrosis factor (TNF), interleukin-6 (IL-6), and transforming growth factor-beta (TGF-β) were measured. Multivariable adjustments were performed.
Compared with AS, AVSc was associated with higher circulating MMP-9 levels, with MMP-9 also increased relative to NAV. TIMP-1 concentrations were reduced in AVSc compared with both AS and NAV. TNF levels were higher in AVSc than in AS, while IL-6 and TGF-β did not differ among groups. Notably, MMP-9/TIMP-1 ratio was markedly increased in AVSc.
Our findings suggest that AVSc may exhibit an active proteolytic and inflammatory profile amenable to targeted anti-inflammatory and anti-proteolytic interventions."
PubMed,aortic stenosis,Multi-chamber three-dimensional myocardial strain assessment by computed tomography: a comparison with speckle tracking echocardiography and association with pulmonary hypertension in severe aortic stenosis.,Vitaliy Androshchuk; Edouard Long; Charles Sillett; Omar Chehab; Natalie Montarello; Joshua Wilcox; Marina Strocchi; Benedict McDonaugh; Jonathon Leipsic; Ronak Rajani; Bernard Prendergast; Steven Niederer; Tiffany Patterson; Simon Redwood,10.3389/fcvm.2026.1774091,2026,Frontiers in cardiovascular medicine,"Myocardial strain imaging is a robust tool for evaluating extra-valvular remodelling in aortic stenosis (AS). Multi-phase cardiac computed tomography (CT) angiography acquired for transcatheter aortic valve implantation (TAVI) planning enables a novel three-dimensional (3D), geometry-independent strain assessment beyond two-dimensional (2D) transthoracic echocardiography (TTE). This study evaluates the agreement and reproducibility of CT- and TTE-derived longitudinal strain and examines its association with pulmonary hypertension (PH) in significant AS.
Left ventricular global longitudinal strain (LV-GLS), left atrial global longitudinal reservoir strain (LA-LS), right ventricular global longitudinal strain (RV-GLS), and RV free-wall longitudinal strain (RV-FWLS) were determined using 2D TTE and CT-based 3D motion tracking in patients with severe AS undergoing TAVI evaluation. Patients with PH were defined using guideline-directed TTE criteria for high probability PH (H-PH: n = 43, 46.2%) and compared with those at low probability (L-PH: n = 50, 53.8%).
Agreement between CT and TTE was strong for LV-GLS (r = 0.837), RV-GLS (r = 0.853), and RV-FWLS (r = 0.780) and moderate for LA-LS (r = 0.677) (all p < 0.001). Peak longitudinal strain on both TTE and CT was significantly reduced in H-PH compared with L-PH (p < 0.001). Optimal strain cutoff values for identifying H-PH were lower on CT than on TTE (LV-GLS: -16.6% vs. -17.9%; LA-LS: 10.2% vs. 14.4%; RV-GLS: -15.3% vs. -20.1%; RV-FWLS: -18.0% vs. -21.1%). In an inter-modality comparison, it was found that TTE-derived LV-GLS was superior to CT-derived LV-GLS for detecting H-PH [AUC: 0.94 [95% CI 0.89-0.99] vs. 0.85 [95% CI 0.78-0.93], p = 0.013], whereas differences for LA-LS, RV-GLS, and RV-FWLS were non-significant (all p > 0.05). TTE- and CT-derived strain measurements showed excellent reproducibility (ICC > 0.9).
TAVI CT is a promising tool for 3D longitudinal strain assessment and a valuable adjunct to TTE for quantifying extra-valvular remodelling associated with AS progression to PH. Further studies are warranted to evaluate the prognostic value of multi-chamber CT-derived 3D strain in AS."
PubMed,aortic stenosis,Effect of renin-angiotensin system inhibition on left ventricular mass regression after transcatheter aortic valve replacement: a randomised controlled trial.,Ruochen Shao; Fang-Yang Huang; Yanbiao Liao; Yi-Ming Li; Duolao Wang; Tianyuan Xiong; Yi-Jian Li; Changming Li; Zhen-Gang Zhao; Yong Peng; Jia-Fu Wei; Sen He; Yining Yang; Zhongcai Fan; Min Dai; Jun Jin; Zhenfei Fang; Kai Xu; Yuan Feng; Yaling Han; Mao Chen,10.1136/heartjnl-2025-326803,2026-05-28,Heart (British Cardiac Society),"Residual left ventricular (LV) hypertrophy and incomplete reverse remodelling after transcatheter aortic valve replacement (TAVR) are associated with adverse outcomes. Whether renin-angiotensin system inhibitors (RASi) promote reverse remodelling in patients with heart failure and LV ejection fraction (LVEF) ≥40% following TAVR remains uncertain.
In this multicentre, prospective, randomised, open-label, blinded-endpoint trial, patients aged ≥60 years with symptomatic severe aortic stenosis, LVEF ≥40% and successful TAVR were randomly assigned (1:1) to standard care alone or standard care plus RASi (ACE inhibitor, angiotensin II receptor blocker or angiotensin receptor-neprilysin inhibitor). The primary endpoint was change in LV mass index (LVMI) at 12 months. Secondary endpoints included changes in LV volumes, LVEF, N-terminal pro-B-type natriuretic peptide (NT-proBNP) and functional status.
A total of 200 patients were randomised; 194 were included in the modified intention-to-treat analysis (RASi n=95; control n=99). At 12 months, RASi therapy was associated with a greater reduction in LVMI compared with control (adjusted mean difference -12.77 g/m², 95% CI -24.73 to -0.81; p=0.036). Consistent improvements were observed in LV end-diastolic and end-systolic volumes. Functional status (New York Heart Association class) improved modestly in the RASi group. No significant differences were observed in LVEF or NT-proBNP.
In patients with heart failure and LVEF ≥40% following TAVR, RAS inhibition led to enhanced reverse LV remodelling over 12 months, reflected by greater regression of LV mass and volumes. These findings support the potential role for RASi in modifying post-TAVR myocardial remodelling, although larger trials are required to determine whether these structural benefits translate into improved clinical outcomes.
ChiCTR2100042266."
PubMed,aortic stenosis,Potentially futile outcome after uncomplicated TAVI: insights from the TRITAVI registry.,Fabrizio D'Ascenzo; Ovidio de Filippo; Francesco Pelliccia; Vincenzo Pasceri; George Dangas; Roxana Mehran; Italo Porto; Francesco Radico; Fausto Biancari; Francesco Saia; Giampaolo Luzi; Francesco Bedogni; Ignacio J Amat Santos; Vincenzo De Marzo; Arnaldo Dimagli; Timo Mäkikallio; Samuele Sandrone; Eugenio Stabile; Sara Blasco-Turrión; Luca Testa; Marco Barbanti; Giuliano Costa; Franco Fabbiocchi; Ahmed Chilmeran; Giulio Stefanini; Federico Conrotto; Corrado Tamburino; Carmen Spaccarotella; Davide Cao; Andrea Macchione; Michele La Torre; Francesco Bendandi; Wojciech Wańha; Wojtek Wojakowski; Umberto Benedetto; Ciro Indolfi; David Hildick-Smith; Davide Capodanno; Fabio Miraldi; Dobromir Dobrev; Marco Zimarino; TRITAVI study group.,10.1016/j.ahj.2026.107488,2026-05-27,American heart journal,"Patients with Aortic Stenosis (AS) undergoing Transcatheter Aortic Valve Implantation (TAVI) are still exposed to a not negligible risk of death during the first year after the procedure, despite a not-complicated procedure. However, few data are still available about timing and kind of death after the procedure.
Transfusion Requirements in Transcatheter Aortic Valve Implantation (TRITAVI; NCT03740425) is an international, investigator-initiated registry designed to collect data on patients with symptomatic severe aortic stenosis undergoing TAVI at 18 European sites. The primary end point of the study was all-cause death occurring in patients between 30 days and 1 year without major peri-procedural complications (major vascular complications, stage 2 to 3 acute kidney injury (AKI) and transfusions) during the procedure.
A total of 11,246 patients were included (mean age 82 years; 52% female). Among them, 454 (4%) died between 1 and 12 months without major peri-procedural complications. Patients who died were also elderly (mean age 82 years) and 50% were female. Of these, 78 (0.7%) died for cardiovascular reasons, while 376 (3.3%) died for non-cardiovascular reasons. COPD (HR: 1.35, 95% CI: 1.05 - 1.73, p = 0.002), Atrial Fibrillation (HR: 1.46, 95% CI: 1.16 - 1.84, p = 0.001), severe Chronic Kidney Disease (CKD) (HR: 1.70, 95% CI: 1.10 - 2.62, p = 0.018), moderate and severe reduction of LVEF (respectively HR: 1.42, 95% CI: 1.07-1.90, p 0.017 and HR 1.62, 95% CI 1.17-2.23, p 0.003) were associated with and increased risk of the primary end point. At competitive risk analysis, risk of non CV death appeared to be more relevant and to steadily increase across the year, while risk of CV death was lower. Consistently, baseline creatinine (HR: 1.2, 95% CI: 1.1 - 1.4, p = 0.002) and AF (HR: 1.4, 95% CI: 1.1 - 1.8, p = 0.008) related to increased risk of non CV death, while higher baseline LVEF related to lower risk (HR: 0.9, 95% CI: 0.8 - 0.99, p <0.001).
Risk of death between 30 days and 1 year after non-complicated TAVI is not negligible even for patients without major peri-procedural complications. It appears mainly driven by non-CV reasons and predicted by baseline renal function, baseline LVEF, and atrial fibrillation."
