source,keyword,title,authors,doi,publication_date,journal,abstract
PubMed,aortic stenosis,Durability of balloon-expandable and self-expandable transcatheter aortic valves in patients with a large aortic annulus.,Kenichi Ishizu; Shinichi Shirai; Masaomi Hayashi; Toru Morofuji; Akihiro Isotani; Nobuhisa Ohno; Shinichi Kakumoto; Kenji Ando; Masanori Yamamoto; Hirofumi Hioki; Tetsuro Shimura; Fumiaki Yashima; Toru Naganuma; Masahiko Asami; Yohei Ohno; Yusuke Watanabe; Futoshi Yamanaka; Gaku Nakazawa; Masahiko Noguchi; Masaki Izumo; Hidetaka Nishina; Yasushi Fuku; Toshiaki Otsuka; Kentaro Hayashida; OCEAN-TAVI Investigators,10.1016/j.carrev.2025.12.006,2025-12-11,Cardiovascular revascularization medicine : including molecular interventions,"Limited evidence has been available on the long-term prognosis and valve durability of balloon-expandable transcatheter heart valve (BE-THV) and self-expandable transcatheter heart valve (SE-THV) in patients with large aortic annulus (LAA).
To compare the long-term outcomes between the BE-THV and SE-THV.
We retrospectively analyzed 1054 patients undergoing transfemoral transcatheter aortic valve implantation (TAVI) for tricuspid aortic valve stenosis with LAA, defined as an annulus area > 430 mm2, using either a BE-THV (SAPIEN 3, Edwards Life Sciences) or SE-THV (Evolut R/PRO, Medtronic). The 7-year cumulative incidences of all-cause mortality and bioprosthetic valve failure (BVF) were evaluated in the overall cohort and the propensity score (PS)-matched cohort.
Among the 1054 patients with LAA, 829 (78.7 %) received a BE-THV. The PS-matched population resulted in 218 pairs. The cumulative incidence of all-cause mortality 7 years after TAVI was comparable between the BE-THV and SE-THV groups in the overall cohort (58.6 % vs. 67.6 %, log-rank P = 0.848) and the PS-matched cohort (53.2 % vs. 69.9 %, log-rank P = 0.173). In the overall cohort, the BE-THV group demonstrated a lower exposure-adjusted BVF rate as compared with the SE-THV, although the difference was not significant (6.1 vs. 9.6 events per 1000 patient-years, P = 0.258). This trend became pronounced after PS matching (3.3 vs. 9.9 events per 1000 patient-years, P = 0.017), which was also confirmed by Gray's test (P = 0.032).
In the current analysis focusing on patients with LAA, the BE-THV and SE-THV groups had a comparable long-term prognosis, but the BE-THV group had a lower BVF rate than did the SE-THV group.
UMIN000020423."
PubMed,aortic stenosis,Prevalence and prognostic implications of different aetiologies of low flow aortic stenosis.,Giorgio Fiore; Federico Biondi; Margherita Fabris; Paola Cunsolo; Michele Morosato; Marco Gamardella; Giacomo Ingallina; Stefano Stella; Francesco Ancona; Annamaria Tavernese; Davide Margonato; Martina Belli; Alessandro Castiglioni; Matteo Montorfano; Francesco Maisano; Eustachio Agricola,10.1186/s12947-025-00363-1,2025-12-13,Cardiovascular ultrasound,"The prevalence and prognostic implications of low-flow (LF) aetiologies in aortic stenosis (AS) are unknown. This study aimed to characterize the specific causes of LF, their prevalence, and prognostic significance.
In 408 patients with severe LFAS included, the aetiology of LF was identified. The primary endpoint was the composite of all-cause death and hospitalizations for heart failure (HF) up to 36 months. Secondary endpoints included individual components of the primary endpoint and cardiovascular mortality.
The most common LF cause was reduced LVEF (n = 228, 55.9%), while preserved LVEF included five aetiologies: (1)mixed aetiologies (n = 65, 36.1%), (2)small LV cavity (n = 58, 32.2%), (3)significant isolated mitral regurgitation (n = 39, 21.7%), (4)significant isolated tricuspid regurgitation (n = 13, 7.2%), (5)significant isolated mitral stenosis (n = 5, 2.8%). Over a median follow-up of 15 (IQR 6 - 36) months obtained in 302 patients, 159 (52.6%) reached the primary composite endpoint, 108 (35.8%) died and 91 (30.8%) were hospitalized due to HF. LF aetiology was not associated with outcomes. Independent predictors of the primary endpoint were severe MR (adj.HR 1.71, p = 0.04) and TR (adj.HR 1.47, p = 0.04). Aortic valve replacement (adj.HR 0.76, p < 0.001) and mean transvalvular gradient ≥ 40 mmHg (adj.HR 0.39, p < 0.001) were protective.
The main cause of LFAS is reduced LVEF, while in preserved LVEF mixed causes and small LV volume prevailed, without association with the outcome. Severe mitral and tricuspid regurgitation were strongly associated with worse outcomes, while valve replacement and mean transvalvular gradient ≥ 40 mmHg emerged as protective factors."
PubMed,aortic stenosis,Mortality after urgent versus elective transcatheter aortic valve replacement: a systematic review and meta-analysis using reconstructed individual patient data from Kaplan-Meier curves.,Mohammadreza Babaei; Parisa Fallahtafti; Negin Sadat Hosseini Mohammadi; Alireza Azarboo; Amirhossein Habibzadeh; Amirali Azizpour; Sina Rashedi; Jishanth Mattumpuram; Amr Mohsen; Zahra Hosseini; Hamidreza Soleimani; Dhaval Kolte,10.1186/s12872-025-05424-x,2025-12-13,BMC cardiovascular disorders,"Urgent transcatheter aortic valve replacement (TAVR), performed during unplanned hospitalizations, is linked to worse outcomes compared with elective TAVR. However, temporal trends in mortality remains poorly understood. This study aimed to compare survival after urgent versus elective TAVR using a reconstructed individual patient data (IPD) meta-analysis.
PubMed, Embase, and Scopus were searched through August 2025. Studies reporting Kaplan-Meier (KM) survival curves for urgent versus elective TAVR were included. Survival data were digitally extracted from published KM curves, and IPD were reconstructed algorithmically using a two-stage approach. Kaplan-Meier curves and Cox frailty models estimated survival and hazard ratios (HRs). Landmark analysis at one-year post-procedure and restricted mean survival time (RMST) were also employed to compare survival.
Eleven studies including 77,108 patients were identified. Kaplan-Meier curves were available for 76,108 patients (urgent: 5,683; elective: 71,425) and used for reconstructed IPD analysis. Urgent TAVR was associated with higher early mortality (HR 1.83, 95% CI: 1.73-1.93; p < 0.001), with convergence beyond one year (HR 1.01, 95% CI: 0.84-1.22; p = 0.83). RMST analysis demonstrated a 6.5-month overall survival advantage in favor of elective TAVR (p = 0.001).
Urgent TAVR is associated with significantly increased early mortality compared with elective TAVR. These findings highlight the prognostic implications of procedural timing and support early referral for elective intervention in patients with severe AS."
PubMed,aortic stenosis,Evolving indications for transcatheter aortic valve implantation (TAVI): key issues from procedural challenges to lifetime management.,Pasquale Paolisso; Davide Ausiello; Francesco Cefalì; Pasquale Policastro; Giose Vincelli; Chiara Militello; Federico Vannini; Ilaria Rubino; Emanuele Gallinoro; Marta Belmonte; Andrea Berni; Matteo Casenghi; Emanuele Barbato,10.1016/j.cjca.2025.12.006,2025-12-11,The Canadian journal of cardiology,"Transcatheter aortic valve implantation (TAVI) has evolved from a less invasive option for inoperable patients with symptomatic severe aortic stenosis (AS) to a first-line treatment for patients ≥70 years of age with tricuspid aortic valve stenosis, if anatomy is suitable, across the whole risk spectrum. As indications expand toward younger, low-risk and asymptomatic patients, the clinical paradigm is shifting from isolated valvular intervention to lifetime valve management. This requires balancing procedural planning to optimize the index procedure with long-term considerations, including prosthesis durability, coronary re-accessibility, need for TAVI-in-TAVI, and risk of patient-prosthesis mismatch and conduction abnormalities. Prosthesis and patient-related challenges remain central. Bicuspid aortic valve and small aortic annulus are anatomical features associated with an increased post-TAVI risk of paravalvular leak, patient-prosthesis mismatch, and conduction disturbances, though outcomes have improved with new-generation devices and meticulous preprocedural planning. Durability concerns are particularly relevant in younger patients, with TAVI-in-TAVI offering a feasible reintervention strategy yet raising issues of coronary re-access and potential patient-prosthesis mismatch. Conduction disturbances and permanent pacemaker implantation remain frequent after TAVI, underscoring the importance of implantation techniques and physiologic pacing strategies. Furthermore, concomitant coronary artery disease requires individualized revascularization strategies, with an increasing role of invasive physiological assessment. Beyond device-related factors, medical therapy may favourably influence clinical outcomes in patients undergoing TAVI, both in pre- and post-procedural setting. In this era of expanding indications, achieving durable, favourable outcomes requires a comprehensive approach that integrates anatomical and clinical considerations, individualized device selection, careful lifetime planning, and optimization of pharmacologic therapy."
PubMed,aortic stenosis,Impaired left atrial strain as a predictor of bradyarrhythmias and clinical outcomes following TAVI.,Giacomo Maria Viani; Sven Lifka; Vincenzo Viccaro; Luca Bergamaschi; Antonio Landi; Andrea Milzi; Elena Caporali; Laura Anna Leo; Giulio Conte; Daniel Suerder; Alessandro Caretta; Maria Luce Caputo; Tardu Oezkartal; Carmine Pizzi; Damiano Fedele; Francesco Angeli; Matteo Armillotta; Amabile Valotta; Giovanni Pedrazzini; Marco Valgimigli; Anna Giulia Pavon,10.1007/s10554-025-03588-3,2025-12-13,The international journal of cardiovascular imaging,"Transcatheter aortic valve implantation (TAVI) is the preferred treatment for elderly patients with symptomatic severe aortic stenosis (SAS). Left atrial (LA) dysfunction is an established prognostic marker in various clinical settings. This study aimed to evaluate the correlation between LA function, assessed by strain parameters, and the incidence of permanent pacemaker (PPM) implantation or major adverse cardiovascular events (MACE) in patients with SAS undergoing TAVI. A total of 157 patients with SAS treated with TAVI between January 2019 and April 2021 were screened. Patients with pre-existing cardiac implanted devices or permanent atrial fibrillation were excluded. The mean follow-up was 24 ± 13 months. LA function was assessed using transthoracic echocardiography (TTE) by measuring three strain parameters: LA reservoir strain (LASr), LA conduit strain (LASct), and LA contractile strain (LAScd). The study endpoints were the association between these strain parameters and the occurrence of PPM implantation or MACE during follow-up. Ninety-nine patients were included in the analysis. During follow-up, 43 patients experienced MACE. Mean values for LASr, LASct, and LAScd were 29.5 ± 12.7%, -18.7 ± 11.0%, and - 18.5 ± 7.3%, respectively. Patients requiring PPM implantation showed significantly reduced LA strain values compared to those who did not (LASr: 13.1% vs. 33.2%; LASct: -10.1% vs. -21.0%; LAScd: -6.7% vs. -21.6%, p < 0.001). Similarly, patients who developed MACE had reduced strain values compared to those without events (LASr: 21.9% vs. 35.4%; LASct: -14.3% vs. -21.8%; LAScd: -9.9% vs. -25.5%, p < 0.001). Pre-TAVI LA dysfunction, assessed through LA strain, is closely associated with increased risk of PPM implantation and MACE."
PubMed,aortic stenosis,Peri-operative risk of non-cardiac surgery in patients with aortic stenosis: a systematic review and meta-analysis.,Amelia Place; Thalys Sampaio Rodrigues; Phillip S Naimo; Melissa G Y Lee; Riley J Batchelor; Laurence Weinberg; Lachlan F Miles; Jeffrey Lefkovits; Anoop N Koshy,10.1111/anae.70084,2025-12-12,Anaesthesia,"Aortic stenosis is a risk factor for adverse outcomes following non-cardiac surgery; however, existing data regarding peri-operative morbidity and mortality in this patient cohort remain conflicted. This systematic review and meta-analysis aimed to quantify the peri-operative risks in patients with aortic stenosis undergoing non-cardiac surgery.
Following the development of our search strategy, we searched databases for relevant studies. The primary endpoint was all-cause in-hospital or 30-day mortality associated with aortic stenosis in patients undergoing non-cardiac surgery. Secondary endpoints included: myocardial infarction; heart failure; stroke; delirium; venous thromboembolism; and acute kidney injury.
Nineteen studies involving 100,486 patients were included. The estimated all-cause mortality was 3.8% (95%CI 3.7-3.9%) for patients with any degree of aortic stenosis and 9.6% (95%CI 7.7-12.1%) for those with severe aortic stenosis. A meta-analysis of 14 comparative studies involving 2,885,254 patients revealed significantly increased mortality in patients with aortic stenosis compared with those without aortic stenosis (relative risk 1.58, 95%CI 1.18-2.12, p < 0.001). Aortic stenosis was also associated with an elevated risk of postoperative myocardial infarction (relative risk 1.79, 95%CI 1.2-2.67, p < 0.001) and heart failure (relative risk 2.06, 95%CI 1.19-3.59, p < 0.001).
Aortic stenosis in patients undergoing non-cardiac surgery is associated with a three-fold relative increase in the risk of mortality. These results highlight the need for further delineation of which surgical procedures are associated with the greatest risk of poor peri-operative outcomes to guide heightened surveillance protocols, optimised peri-operative management and thresholds for pre-operative intervention."
PubMed,aortic stenosis,A ruptured dissecting aneurysm of the anterior radiculomedullary artery caused by hypoplastic vertebral artery angiography: case report.,Wenwen Chen; Xiu Shen; Yindan Yao,10.1186/s12883-025-04517-6,2025-12-12,BMC neurology,"Cerebral digital subtraction angiography (DSA) is increasingly utilized in the diagnosis of cerebrovascular disorders. We report a rare case of a ruptured dissecting aneurysm involving the anterior radiculomedullary artery of the cervical spinal cord, precipitated by angiography of a hypoplastic vertebral artery.
Cerebral computed tomography angiography (CTA) revealed severe stenosis of the M1 segment of the right middle cerebral artery in a 70-year-old woman who presented with paroxysmal weakness affecting the left upper and lower limbs. Dual antiplatelet therapy with aspirin and clopidogrel was initiated. On day 3, cerebral digital subtraction angiography (DSA) was performed. During continuous contrast injection into the right hypoplastic vertebral artery, the anterior radiculomedullary artery-a branch of the vertebral artery at the C6 vertebral level-underwent luminal dilation and subsequently ruptured, resulting in extensive extravasation of contrast medium into the spinal subarachnoid space. Non-contrast head CT confirmed widespread subarachnoid hemorrhage. Following 10 days of conservative medical management, follow-up head CT demonstrated complete resolution of the hemorrhage. The patient was discharged without significant neurological deficits and remained free of recurrent subarachnoid hemorrhage during a 3-year clinical follow-up period.
The occurrence of a ruptured dissecting aneurysm of the anterior radiculomedullary artery induced by vertebral angiography is exceedingly rare. We hypothesize that the sustained high-pressure and high-volume injection of contrast medium was responsible for the arterial dissection and subsequent rupture. During interventional procedures, neurointerventional radiologists should avoid selective angiography of small, hypoplastic vertebral arteries whenever possible to minimize the risk of such complications."
PubMed,aortic stenosis,Clinical Outcomes of Transcatheter Versus Surgical Management of Coronary Artery Disease and Aortic Stenosis.,Nikolaos Ktenopoulos; Anastasios Apostolos; Konstantinos Karampinos; Panayotis Vlachakis; Antonios Karanasos; Maria Drakopoulou; Andreas Synetos; George Latsios; Konstantinos Tsioufis; Konstantinos Toutouzas,10.1002/ccd.70416,2025-12-12,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,
PubMed,aortic stenosis,Angiographic phenotypes predict FFR/iFR discordance in severe aortic stenosis: A cluster analysis.,Artur Dziewierz; Barbara Zdzierak; Łukasz Rzeszutko; Łukasz Niewiara; Jacek Legutko; Paweł Kleczyński,10.1016/j.carrev.2025.12.004,2025-12-10,Cardiovascular revascularization medicine : including molecular interventions,"Assessing coronary artery disease in severe aortic stenosis (AS) is challenging due to altered hemodynamics, causing discordance between fractional flow reserve (FFR) and instantaneous wave-free ratio (iFR). The role of angiographic lesion characteristics in predicting this discordance remains unclear.
To identify angiographic predictors of FFR/iFR discordance and define distinct angiographic phenotypes using unsupervised machine learning.
This prospective, single-center registry evaluated 401 intermediate coronary lesions from 221 patients with severe AS (aortic valve area < 1.0 cm2, mean gradient >40 mmHg) using FFR and iFR. Quantitative coronary angiography measured percent diameter stenosis (%DS), lesion length (LL), and other parameters. The primary outcome was FFR/iFR discordance. Receiver operating characteristic and decision curve analyses evaluated %DS predictive utility. K-means clustering was applied to %DS and LL to identify lesion phenotypes.
FFR/iFR discordance occurred in 30 lesions (7.5 %), exclusively as FFR-negative/iFR-positive pattern. Higher %DS was the only independent angiographic predictor of discordance (adjusted OR 1.35 per 10 % increase; 95 % CI 1.12-1.64; p = 0.002), with modest discriminative ability (AUC = 0.69). Cluster analysis identified three phenotypes: Cluster 0 (High %DS [median 75.0 %]/Intermediate LL [median 15.0 mm], n = 103); Cluster 1 (Low %DS [median 49.0 %]/Short-Intermediate LL [median 13.6 mm], n = 220); and Cluster 2 (Intermediate %DS [median 63.5 %]/Long LL [median 32.4 mm], n = 78). Discordance incidence was highest in Cluster 0 (16.5 %) versus Clusters 1 (2.7 %) and 2 (9.0 %) (p < 0.001).
In severe AS, FFR/iFR discordance manifests solely as FFR-negative/iFR-positive pattern. While %DS modestly predicts this mismatch, unsupervised clustering reveals that ""High %DS / Intermediate Length"" lesions primarily drive physiological discordance, identifying cases where iFR may overestimate severity due to AS-related hemodynamics."
PubMed,aortic stenosis,Transcatheter Aortic Valve Replacement Associated With Fibrin-Associated Large B-Cell Lymphoma.,Ajit K Tharakan; Adam Hoffhines; Laura Brett; Matthan Tharakan; Georgianne Tokarchik; Kamran Muhammad,10.1016/j.jaccas.2025.105841,2025-12-10,JACC. Case reports,"Fibrin-associated large B-cell lymphoma (FA-LBCL) is a rare disorder, but its role in transcatheter valve failure is unknown. This report describes the first documented case of FA-LBCL in a transcatheter aortic valve.
A 62-year-old man with a prior transcatheter aortic valve replacement presented with symptomatic severe aortic stenosis. Histopathologic analysis of the explanted valve revealed FA-LBCL as the primary cause of valve failure.
This case established a neoplastic process as a cause of structural valve degeneration (SVD) in transcatheter valves. It highlights that FA-LBCL should be included in the differential diagnosis of transcatheter aortic valve replacement failure, for which surgical explantation can be both diagnostic and curative.
This is the first report that documents FA-LBCL causing SVD of a transcatheter bioprosthetic valve.
FA-LBCL represents a cause of SVD in transcatheter bioprosthetic valves. This diagnosis should be considered in cases of premature valve failure."
