source,keyword,title,authors,doi,publication_date,journal,abstract
PubMed,aortic stenosis,Macromolecular design of a bivalirudin peptide-loaded Carbopol 940 hydrogel for local thrombin inhibition and prevention of neointimal hyperplasia.,Tzu-Yen Huang; Wei-Chieh Chiu; Ya-Jyun Liang; Pin-Yuan Chen; Yao-Chang Wang; Feng-Huei Lin,10.1016/j.ijbiomac.2026.153323,2026-07-01,International journal of biological macromolecules,"Neointimal hyperplasia (NIH) at vascular anastomosis sites remains a significant cause of graft failure after cardiovascular surgery. Here, we developed a bivalirudin-incorporated Carbopol 940 hydrogel (C-Biv) that provides sustained local thrombin inhibition, thereby preventing early thrombosis and subsequent smooth muscle proliferation. Bivalirudin is a 20-amino-acid thrombin-inhibiting peptide, and C-Biv was designed as a macromolecular network to modulate its local release and bioactivity at vascular anastomosis sites. Carbopol 940, a crosslinked polyacrylic acid, was selected for its high viscosity, pH-sensitive swelling, and established biocompatibility as a macromolecular carrier. Rheological characterization identified 0.5% (w/v) Carbopol 940 as the optimal formulation, achieving a viscosity comparable to that of medical lubricating gels (approximately 150 Pa·s). Drug-release analysis showed an initial burst of 60% bivalirudin within 24 h, followed by gradual release up to 72 h. The hydrogel exhibited excellent cytocompatibility (>90% cell viability in L929, A7r5, and HUVECs) and no measurable cytotoxicity as assessed by live/dead staining. In a rat abdominal aortic repair model, C-Biv application significantly reduced arterial wall thickening (showing a trend at 4 weeks: 373.4% in the PR group vs 152.6% in the C-Biv group, p = 0.0854; and a significant reduction at 12 weeks: 262.8% vs 126.9%, p = 0.0456) and decreased PCNA- and α-SMA-positive cell accumulation by over 40% at 4 and 12 weeks, without altering systemic biochemical parameters. These findings indicate that local delivery of bivalirudin via a biocompatible Carbopol 940 matrix effectively suppresses thrombin-mediated vascular remodeling, providing a practical and safe strategy for preventing postoperative vascular stenosis."
PubMed,aortic stenosis,Association of non-insulin-based insulin resistance indices with the risk of aortic stenosis progression in patients with mild or moderate aortic stenosis.,Weicheng Ni; Ruihao Jiang; Qingwei Ni; Ken Lin; Xuliang Ying; Zhongda Zhu; Jing Chen; Yuanzhen Lin; Changxi Chen; Hao Zhou,10.1080/07853890.2026.2690740,2026-12,Annals of medicine,"Aortic stenosis (AS) is a common progressive valvular disease with no approved medical therapy to slow progression. Insulin resistance may contribute to valvular degeneration, but the prognostic value of non-insulin-based insulin resistance (IR) indices remains uncertain.
We retrospectively analyzed 2,220 patients with mild-to-moderate AS from the WenZhou Valve Heart Disease registry. Four IR surrogates were assessed: triglyceride-glucose (TyG) index, TyG-BMI, atherogenic index of plasma (AIP), and metabolic score for insulin resistance (METS-IR). AS progression was defined as an annual increase in peak aortic jet velocity (ΔVmax/year) ≥0.3 m/s/year. Associations and predictive performance were evaluated using multivariable Cox regression, Kaplan-Meier analysis, restricted cubic splines, ROC curves, and sensitivity analyses.
During a median follow-up of 3.03 years, 414 patients (18.6%) developed AS progression. After multivariable adjustment, the highest tertiles of TyG, AIP, and TyG-BMI were independently associated with higher progression risk, with HRs of 1.58 (95% CI: 1.20-2.07), 1.43 (95% CI: 1.10-1.85), and 1.52 (95% CI: 1.18-1.95), respectively. TyG showed the strongest standalone discrimination (AUC 0.638), outperforming AIP and METS-IR. Associations were stronger in hypertensive patients. Adding IR indices modestly improved discrimination and reclassification, especially for TyG-BMI. Sensitivity analyses confirmed robustness.
TyG and AIP were independently associated with non-severe AS progression, while TyG-BMI improved risk classification. These routine metabolic markers may help guide closer echocardiographic surveillance and metabolic risk management."
PubMed,aortic stenosis,"Growing Heart Valves in Congenital Cardiac Surgery: Mechanisms and Considerations for Tissue-Engineered Heart Valves, Noncryopreserved Homografts, and Partial Heart Transplantation.",Deng Siang Lee; Vincent Alexander; Andrew Vogel; Taufiek Konrad Rajab,10.1097/CRD.0000000000001384,2026-07-02,Cardiology in review,"Heart valve abnormalities are present in 30% of congenital heart defects. Additionally, there are acquired conditions like rheumatic heart disease. They often require surgery, and in complex cases, valve replacement becomes unavoidable. The current valve replacement options, either mechanical, bioprosthetic, homografts, or autografts, lack key properties for pediatric patient needs: availability, durability, and the ability to grow. Our goal is to review 2 clinically relevant innovations: tissue-engineered heart valves (TEHVs) and partial heart transplantation (PHT). We conducted searches in electronic databases covering the past 25 years using the terms ""partial heart transplantation,"" ""tissue-engineered heart valves,"" and their combinations. Decellularized pulmonary homografts outperform cryopreserved homografts and bovine jugular vein conduits in pulmonary valve replacement, showing less stenosis and no infective endocarditis. The European Clinical Study for the Application of Regenerative Heart Valves trial confirmed decellularized pulmonary homograft safety, demonstrating 97.5% freedom from explantation at 5 years. Decellularized aortic homografts showed excellent 97.8% 5-year survival and low endocarditis rates, though increases in transvalvular gradient and regurgitation occurred. Partial heart transplantation uses living valves from donor hearts and accommodates somatic growth. Postoperative immunosuppression in PHT is required but may be limited, as children and valve tissues may possess immune privilege, as evidenced by limited valve injury even in failed orthotopic heart transplants. In a pilot study of 19 infants, with a median follow-up of 26 weeks, increases in annular diameter and leaflet length were observed. Both PHT and TEHVs are promising valve replacement options. While PHT provides a growth-adaptive capability, TEHVs hold the potential for off-the-shelf solutions with minimal immunogenicity."
PubMed,aortic stenosis,Philippine Clinical Practice Guidelines for Periodic Health Examination: Screening for Cardiovascular Disease.,Raymond V Oliva; Jose Donato A Magno; Deborah Ignacia David-Ona; John Dennis B Alcaraz; Jean D Alcover-Banal; Elmer Jasper B Llanes; Bevy Lynn Leaño; Noemi S Pestaño; Farrah Haidee Lynne D Pedracio; Jaime Alfonso M Aherrera; Elaine B Alajar; Mark A Vicente; Eddieson M Gonzales; Luigi Pierre S Segundo; Felix Eduardo R Punzalan; Philippine Periodic Health Examination Task Force on Screening for Cardiovascular Diseases,10.47895/amp.v60i10.11059,2026,Acta medica Philippina,"Cardiovascular diseases remain to be the leading cause of death in the Philippines. Screening may lead to improvement of clinical outcomes if such conditions are detected and managed early and appropriately. The benefits of screening for a particular disease must be balanced with potential harms due to mislabeling or adverse effects of treatment, as well as socio-economic implications in the primary care setting. The main objective of this clinical practice guideline initiated by the Department of Health and the National Institutes of Health is to provide evidence-based recommendations that will help primary care physicians in detecting selected cardiovascular diseases among apparently healthy, asymptomatic individuals, while considering the socio-economic implications of the diagnostic screening tests.
We performed a systematic synthesis of evidence to address screening for six priority cardiovascular conditions among asymptomatic, apparently healthy adult Filipinos: 1) familial hypercholesterolemia, 2) coronary artery disease, 3) asymptomatic carotid artery stenosis, 4) peripheral arterial disease, 5) abdominal aortic aneurysm, and 6) atrial fibrillation. We followed the Grading of Recommendations Assessment, Development and Evaluation (GRADE) approach to CPG development recommended by the Department of Health. The process included 1) generation of critical questions and critical outcomes, 2) retrieval of current and relevant evidence, 3) synthesis and assessment of the evidence base for these critical questions, 4) formulation of draft recommendations, 5) convening of a multisectoral stakeholder panel to discuss feasibility, values, and preferences, and assess the strength of the recommendations, and 6) planning for dissemination, implementation, impact evaluation, and updating.
The CPG provides seven recommendations on six prioritized questions in the screening for certain cardiovascular disorders. After presentation of the evidence by the evidence reviewer experts and deliberation by the consensus panel, we came up with two statement recommendations for the question on screening for abdominal aortic aneurysm and one statement recommendation each for the rest of the clinical questions. The consensus panel made strong recommendations to screening for two conditions in asymptomatic and apparently healthy Filipinos, namely: familial hypercholesterolemia and abdominal aortic aneurysm (moderate).
Among asymptomatic, apparently healthy adult Filipinos, we recommend routine screening for two cardiovascular conditions: familial hypercholesterolemia and abdominal aortic aneurysm, with the latter being applicable only to men 60-80 years of age. These recommendations are offered to guide the primary care physician in screening key cardiovascular diseases and should not supplant but rather supplement the healthcare provider's sound clinical judgment."
PubMed,aortic stenosis,Prognostic Utility of the Dicrotic Notch Index in Patients Undergoing Transcatheter Aortic Valve Replacement.,Odette Iskandar; Shivabalan Kathavaryan Ramu; Maryam Majeed-Saidan; Nikolos Spilias; Habib Layoun; James Yun; Grant Reed; Rishi Puri; Amar Krishnaswamy; Samir R Kapadia,10.1016/j.shj.2026.100849,2026-07,Structural heart : the journal of the Heart Team,"The dicrotic notch (DN) on the central aortic pressure waveform reflects aortic valve closure. We aimed to assess the clinical utility of the DN index (DNI) in patients with severe aortic stenosis undergoing transcatheter aortic valve replacement (TAVR).
In this retrospective study, we analyzed 569 patients with aortic stenosis who underwent TAVR between January 2019 and December 2020. Aortic waveform data were used to measure systolic, diastolic, and DN pressures, whereas DNI was calculated as (systolic pressure - DN)/pulse pressure. Pre-TAVR and post-TAVR hemodynamic parameters were compared, and survival analysis was performed using Cox regression with post-TAVR/pre-TAVR DNI ratio as an independent covariate.
Compared to pre-TAVR, DN pressure (92.18 to 95.37, p < 0.001) and DNI (0.45 to 0.58, p < 0.001) significantly increased post TAVR. Higher baseline DNI was predicted by carotid disease, diabetes mellitus, and a higher ejection fraction at baseline. Post-TAVR to pre-TAVR DNI ratio cut point >1.19 is an independent predictor of event-free survival at 2 years. Patients with higher post-DNI/pre-DNI ratio had a significantly lower risk of all-cause mortality in adjusted analyses (hazard ratio: 0.53, 95% confidence interval [CI]: 0.34-0.82).
More than 20% increase in DNI post-TAVR was associated with a lower long-term risk of all-cause mortality. Further studies are needed to understand the determinants of the increase in DNI and if this can be modulated by procedural modifications."
PubMed,aortic stenosis,Long-Term Outcomes of a Self-Expanding Transcatheter Heart Valve.,Won-Keun Kim; Dimytri Siqueira; Helge Möllmann; Oliver Dörr; Matthias Renker; Efstratios Charitos; Stephanie Brunner; Yeong-Hoon Choi; Samuel Sossalla; Holger Nef; Thomas Walther; Alexandre Abizaid; Stefan Toggweiler,10.1016/j.shj.2026.100841,2026-06,Structural heart : the journal of the Heart Team,"Data on long-term outcomes and durability of the ACURATE neo valve are limited. This study aimed to obtain long-term outcome and echocardiographic data among ACURATE neo recipients.
Consecutive patients undergoing transfemoral transcatheter aortic valve implantation for severe native aortic stenosis from 4 centers using the ACURATE neo valve between 2012 and 2018 (n = 961) were included. Exclusion criteria for the durability analysis were 30-day mortality, valve-in-valve implantation or surgical aortic valve replacement within 30 days, and lack of echocardiographic follow-up (FU) beyond 30 days, leaving 758 patients included in the durability cohort. Primary endpoints were the cumulative incidence of late bioprosthetic valve failure (BVF), structural valve deterioration (SVD), and Kaplan-Meier estimates of all-cause mortality.
In the overall cohort (median age of 82 years, 61.3% females, median and maximum FU time of 5.0 and 11.3 years), estimates of all-cause mortality at 1, 5, and 8 years were 13.6, 43.1, and 67.3%, respectively. In the durability cohort, the cumulative incidence was 3.5% for moderate SVD, 2.1% for severe SVD, and 3.2% for BVF at 8 years. Paired FU echocardiography beyond 5 years (n = 243, median FU time of 6.4 years) showed mean aortic valve gradients and effective orifice area of 9 mmHg and 1.8 cm2 post-transcatheter aortic valve implantation and 6 mmHg and 1.7 cm2 at final FU echo.
In this multicenter observational cohort treated with the ACURATE neo platform, 8-year survival was 32.7%, and the cumulative incidence of severe SVD (2.1%) and BVF (3.2%) was limited. These findings provide long-term durability estimates in an elderly, real-world population."
PubMed,aortic stenosis,How the heart team is portrayed in online news.,Joshua R Chen; Vishal N Shah; Purab D Kothari; Adam M Ostrovsky; Joseph E Bavaria,10.1016/j.xjon.2026.101803,2026-06,JTCVS open,"Online news plays a critical role in public health literacy and the dissemination of medical information. As cardiovascular care increasingly relies on multidisciplinary collaboration, understanding how different specialties are represented in public portrayals of the heart team is essential; accordingly, this study examines patterns in online cardiovascular news coverage to assess how these roles are depicted.
A systematic Google News search was conducted using 7 keywords: ""heart attack,"" ""coronary artery disease,"" ""heart failure,"" ""aortic stenosis,"" ""aortic regurgitation,"" ""mitral stenosis,"" and ""mitral regurgitation."" Articles published between January 1, 2023, and January 1, 2024, were screened. Press type and physician specialty, gender, and role were analyzed.
Of the 1580 articles screened, 1131 met our inclusion criteria for analysis. Cardiologists accounted for more than one-half of all featured specialist appearances (640 of 1200; 53.3%), followed by interventional cardiologists (277 of 1200; 23.1%), other physicians (165 of 1200; 13.8%), and cardiothoracic surgeons (118 of 1200; 9.8%). Cardiothoracic surgeons were least represented in coverage of heart attack, coronary artery disease, and heart failure (2.4%, 3.0%, and 2.9%, respectively) but appeared more frequently in articles focused on valvular disease. Most physicians were academically affiliated and appeared mainly as interviewees. Female physicians were underrepresented overall.
Online cardiovascular news tends to feature cardiologists more often than cardiothoracic surgeons, emphasizing the importance of understanding how cardiovascular medicine is conveyed to the public."
PubMed,aortic stenosis,Decision analytic investigations comparing balloon aortic valvuloplasty and surgical valvotomy in neonates with isolated critical aortic stenosis.,Anish R Katta; Samuel M Hoenig; Kunaal S Sarnaik; Justin Robinson; Karl F Welke; Brian W McCrindle; Sahiti Bhavana; Anusha Jegatheeswaran; Tara Karamlou,10.1016/j.xjon.2026.101727,2026-06,JTCVS open,"Despite limited comparative data, balloon aortic valvuloplasty (BAV) is used preferentially over surgical aortic valvotomy (SAV) for neonates with isolated critical aortic stenosis. We aimed to evaluate the cost-effectiveness of each intervention using a decision analytic framework.
A cost-effectiveness analysis was constructed using a Markov decision analytic model with 1-year cycles on a 20-year horizon. Two simulated cohorts of 10,000 neonates underwent either BAV or SAV. Outcomes included survival, aortic valve reintervention, aortic valve replacement (AVR), and death. Costs reflected hospitalization-related expenditures inflation-adjusted to January 2024 US dollars. Effectiveness was defined as the years that each patient remained alive with their native aortic valve. Comparisons were established considering net monetary benefit and the incremental cost-effectiveness ratio (ICER). Sensitivity analysis assessed how input variation altered the net benefit of each strategy.
On the 20-year horizon, BAV was associated with higher cumulative mortality (14.95% vs 6.53%), more reinterventions (2.37 vs 1.95 per patient), and lower cumulative cost ($111,243 vs $175,415) compared to SAV. The mean age at AVR was similar in the 2 groups (12.69 ± 7.67 years for BAV and 12.64 ± 7.65 years for SAV). At baseline, BAV dominated SAV, with an ICER of $1,305,793 per year for remaining alive with a native aortic valve. Sensitivity analysis identified the main drivers of this as high SAV cost, high early SAV mortality, and low early BAV mortality. Should these values be reduced, the model would favor SAV.
This computational investigation provides a framework for validating current practice and highlights key variables to consider on a center-specific basis when managing neonates with critical aortic valve stenosis."
PubMed,aortic stenosis,"Idiopathic IgG4-negative perivascular fibrosis with extensive thoracic aortic, coronary artery, and supra-aortic branch involvement: A case report.",Munkhsuvd Chimed; Joshua Preece; Rose Basile; Jeremy Robert Burt,10.1016/j.radcr.2026.05.075,2026-09,Radiology case reports,"Perivascular fibrosis is an uncommon fibroinflammatory disorder characterized by circumferential soft-tissue thickening surrounding the aorta and its major branches. Involvement of the thoracic region and supra-aortic branches is less common, potentially leading to imaging studies that can resemble large-vessel vasculitis, inflammatory pseudoaneurysms, or lymphoproliferative disorders. In this report, we discuss a case involving a 55-year-old male with long-standing retroperitoneal fibrosis and chronic occlusion of the infrarenal aorta. The condition also exhibited extensive involvement of the thoracic aorta, coronary artery, and supra-aortic branches. Coronary artery stenosis that resulted in ST-elevation myocardial infarction demanding percutaneous intervention and surgical revascularization was a component of disease progression over 20-year follow-up. This case highlights the essential role of multimodal imaging techniques in differentiating perivascular fibrosis from primary large-vessel vasculitis and malignancies, particularly in patients who are IgG4-negative with considerable thoracic involvement."
PubMed,aortic stenosis,Effective Lowering of Lipoprotein (a) - A New Frontier in Cardiovascular Risk Reduction.,Debabrata Mukherjee; Richard Lange,10.2174/011871529X520042260627210331,2026-06-30,Cardiovascular & hematological disorders drug targets,
