source,keyword,title,authors,doi,publication_date,journal,abstract
PubMed,aortic stenosis,Market Competition and Use of Transcatheter Aortic Valve Replacement in the United States.,Sara Sakowitz; Syed Shahyan Bakhtiyar; Yas Sanaiha; Sameer Hirji; Sara Pereira; Shayan Ebrahimian; Radoslav Zinoviev; Richard J Shemin; Peyman Benharash,10.1016/j.jacadv.2025.102313,2025-12-15,JACC. Advances,"Transcatheter aortic valve replacement (TAVR) has transformed the gold standard management of aortic stenosis (AS). Following device approval, surrounding market competition was noted to spur institutional adoption. With the exponential growth of TAVR, it remains unclear how market competition may influence utilization.
The authors sought to evaluate the association of hospital market competition with TAVR utilization in the contemporary period.
All adults undergoing TAVR or surgical aortic valve replacement for AS from 2018 to 2021 were tabulated from 7 Healthcare Cost and Utilization Project State Inpatient Databases. Market competition was calculated using the Herfindahl-Hirschman Index, based on a variable radius comprising 75% of total discharges for each institution. Patients treated at hospitals in high market competition areas were grouped as competitive (others: noncompetitive).
Among 137,734 patients undergoing surgical aortic valve replacement or TAVR, 83,650 (61%) were competitive. The 2 groups were of clinically similar age, sex, and preoperative comorbidity burden. Following risk-adjustment, treatment at a high market competition hospital was associated with significantly greater likelihood of receiving TAVR (adjusted OR [AOR]: 1.68; CI: 1.26-2.23). On age stratification, this effect remained true across age strata, with the greatest effects noted among patients <50 years (AOR: 1.54; CI: 1.12-2.11) and 50 to 60 years (AOR: 1.30; CI: 1.14-1.48). Moreover, care at a high market competition center was linked with similar odds of mortality and composite complications but significantly greater per-patient costs.
Increasing hospital market competition was linked with increased likelihood of TAVR, particularly among younger populations. Our findings suggest regional competition may be 1 variable that influences clinical practice in the treatment of AS."
PubMed,aortic stenosis,Continuous Assessment of Left Ventricular Outflow Obstruction in Transcatheter Aortic Valve Implantation.,Yu Ando; Atsushi Sugiura; Masanori Yamamoto,10.1016/j.jaccas.2025.106523,2025-12-15,JACC. Case reports,"Left ventricular outflow tract (LVOT) obstruction is a rare but fatal complication after transcatheter aortic valve implantation (TAVI). Early detection and timely intervention are essential for favorable clinical outcomes.
We report a case of LVOT obstruction diagnosed and dynamically monitored via a SavvyWire (Haemonetics). A 78-year-old woman underwent transfemoral TAVI for severe valve stenosis, and continuous hemodynamic monitoring by the SavvyWire identified a significant aorto-left ventricular pressure gradient with systemic hypotension immediately after valve deployment, indicating LVOT obstruction. Prompt administration of intravenous fluids and vasopressors resulted in rapid hemodynamic stabilization.
This case underscores the utility of the SavvyWire for immediate detection and management of dynamic LVOT obstruction, potentially improving safety profiles in TAVI procedures.
Continuous monitoring of the aorto-left ventricular pressure gradient can facilitate early diagnosis of LVOT obstruction in TAVI procedures."
PubMed,aortic stenosis,Therapeutic Effects on Ectopic Burden and LV Ejection Fraction in a Patient With Aortic Stenosis Undergoing TAVR.,Anna Nather; Charis Costopoulos; Sharad Agarwal,10.1016/j.jaccas.2025.106419,2025-12-16,JACC. Case reports,"The etiology of reduced left ventricular ejection fraction (LVEF) is often multifactorial, making it difficult to isolate a primary cause.
A patient presented with symptomatic heart failure, severe aortic stenosis, reduced LVEF (35%), and frequent premature ventricular contractions (PVCs). Transcatheter aortic valve replacement led to modest improvement. Syncope later revealed high-degree trifascicular atrioventricular block, prompting cardiac resynchronization therapy (CRT). Despite CRT and optimized medical therapy, LVEF declined, and PVC burden increased. PVC ablation at the left ventricular outflow tract reduced PVC burden to <1%, restoring LVEF to 55%.
This case highlights the complex interaction between aortic stenosis, conduction disease, and ventricular ectopy. Although transcatheter aortic valve replacement and CRT offered partial benefit, significant improvement occurred only after PVC ablation, supporting the concept of ectopy-induced cardiomyopathy and its reversibility after rhythm control.
In persistent cardiomyopathy, PVCs should be considered a reversible cause, warranting stepwise and multimodal management."
PubMed,aortic stenosis,The Prognostic Value of Right Ventricle-Pulmonary Artery Coupling in Valve Interventions: Systematic Review and Meta-Analysis.,Vitaliy Androshchuk; Edouard Long; Omar Chehab; Natalie Montarello; Joshua Wilcox; Benedict McDonaugh; Ronak Rajani; Philippe Pibarot; Bernard Prendergast; Tiffany Patterson; Simon Redwood,10.1016/j.jcin.2025.10.024,2025-11-17,JACC. Cardiovascular interventions,"Right ventricle-pulmonary artery (RV-PA) coupling is prognostically important in valvular heart disease.
The authors performed a systematic review and meta-analysis to quantify the association of RV-PA coupling with clinical endpoints after intervention for aortic stenosis (AS), mitral regurgitation (MR), and tricuspid regurgitation (TR).
The primary outcome was all-cause mortality, and the secondary outcome was a composite of major adverse cardiovascular events (MACE). A random-effects model was used to compute pooled effect estimates, and summary receiver-operating characteristic curves identified optimal RV-PA thresholds.
In total, 30 interventional studies (N = 12,992) met eligibility criteria, including 14 AS (n = 6,100), 12 MR (n = 5,032), and 4 TR (n = 1,860) studies. Tricuspid annular plane systolic excursion (TAPSE) to pulmonary artery systolic pressure (PASP) was the most studied RV-PA coupling index. Reduced TAPSE/PASP was independently associated with all-cause mortality (AS adjusted HR: 1.69 [95% CI: 1.30-2.20]; MR adjusted HR: 1.94 [95% CI: 1.40-2.69]; P < 0.001) and the composite MACE (AS adjusted HR: 1.60 [95% CI: 1.29-2.00]; MR adjusted HR: 2.01 [95% CI: 1.54-2.62]; P < 0.001). There were significant nonlinear associations between TAPSE/PASP and adverse outcomes in AS and MR (P < 0.001). There were insufficient data to estimate a pooled effect-size in TR. Optimal TAPSE/PASP thresholds to predict all-cause mortality were ≤0.51 mm/mm Hg for AS interventions, ≤0.33 mm/mm Hg for MR interventions and ≤0.44 mm/mm Hg for TR interventions.
TAPSE/PASP is an independent predictor of outcomes after interventions for AS and MR. The disease-specific TAPSE/PASP cutoffs could be integrated into risk-stratification models to better predict mortality before valve interventions and improve patient selection."
PubMed,aortic stenosis,"The Predictive Value of Right Ventricle to Pulmonary Artery Coupling in Valvular Heart Disease: Three Valves, One Sign.",Alessandro Sticchi; Lukas Stolz,10.1016/j.jcin.2025.11.016,2025-12-08,JACC. Cardiovascular interventions,
PubMed,aortic stenosis,Impact of Basal Septal Bulge on Conduction Disturbance After Transcatheter Aortic Valve Replacement Using ACURATE neo/neo2.,Yoichi Sugiyama; Noriaki Moriyama; Hirokazu Miyashita; Sebastian Dahlbacka; Tommi Vähäsilta; Tiina Vainikka; Mikko Jalanko; Juho Viikilä; Mika Laine,10.1016/j.shj.2025.100665,2025-10,Structural heart : the journal of the Heart Team,"New-onset conduction disturbance (CD) is a common complication of transcatheter aortic valve replacement (TAVR). Recently, basal septal bulge (BSB) has been reported as a predictor of CD. However, the impact of BSB on CD using ACURATE neo/neo2 remains unclear. We hypothesized that the left bundle branch could be damaged in patients with large BSB even by low radial force. This study investigated the predictors of CD after TAVR using ACURATE neo/neo2 and the impact of BSB on CD.
We retrospectively analyzed 518 patients who underwent TAVR with ACURATE neo/neo2 in a single center. New-onset CD was defined as 30-day new permanent pacemaker implantation or new left bundle branch block lasting until discharge. The endpoints were the predictors of CD and the effect of BSB.
The incidence of CD was 11.0%. Multivariate analysis showed that complete right bundle branch block (odds ratio [OR]: 3.45; 95% CI: 1.63-7.30), membranous septum length <2 mm (OR: 2.14; 95% CI: 1.19-3.85), and BSB ≥3 mm (OR: 2.17; 95% CI: 1.22-3.86) were independent baseline predictors of CD. Postdilatation was the sole procedural predictor (OR: 2.28; 95% CI: 1.03-5.02). The risk of CD could be stratified according to the number of baseline predictors in patients with BSB ≥3 mm (0: 9.5%, 1: 26.1%, 2: 66.7%, p < 0.0001).
BSB was significantly associated with CD in ACURATE neo/neo2, and CD risk could be stratified using baseline factors in patients with large BSB. These findings might be beneficial for periprocedural management and TAVR strategy."
PubMed,aortic stenosis,A case of hypertrophic cardiomyopathy presenting with high-degree atrioventricular block.,Yan Gu; Fuzhong Chen; Chao Zhang,10.1097/MD.0000000000046557,2025-12-12,Medicine,"Hypertrophic cardiomyopathy (HCM) with high-degree atrioventricular (AV) block is rarely reported in China. This case is unique for a 35-year-old female with progressive high-degree AV block and dual heterozygous variants (MYH7 c.748A > T, DES c.553G > A), supplementing HCM's clinical-genetic spectrum.
The patient had 11-year post-exertional chest pain (aggravated recently), family history of sudden cardiac death, hypotension (87/46 mm Hg), bradycardia (50 bpm). ECG progressed to complete heart block; echocardiography showed left atrial enlargement, septal thickening, apical trabecular hyperplasia; cardiac MRI revealed septal fibrosis. Pro-BNP (846 ng/L) and troponin T (12 ng/L) were elevated. Genetic testing found MYH7 (highly suspected pathogenic) and DES (suspected pathogenic) variants; family screening identified 2 affected individuals.
HCM, high-degree AV block, left atrial enlargement.
Dual-chamber pacemaker implantation, metoprolol + spironolactone.
Symptom relief, no perioperative complications; long-term follow-up initiated.
HCM with high-degree AV block needs genetic testing; pacemaker implantation and long-term monitoring are key for preventing sudden cardiac death. Family screening is vital for risk stratification."
PubMed,aortic stenosis,Sodium-Glucose Cotransporter-2 Inhibitors Following Transcatheter Aortic Valve Replacement: A Meta-Analysis.,Hritvik Jain; Kriti Soni; Jyoti Jain; Aman Goyal; Siddhant Passey; Andrew M Goldsweig,10.1097/CRD.0000000000001150,2025-12-16,Cardiology in review,"Sodium-glucose cotransporter-2 inhibitors (SGLT2is) reduce heart failure (HF)-associated admissions; however, the data on patients with aortic stenosis following transcatheter aortic valve replacement (TAVR) is limited. This systematic review and meta-analysis compares clinical outcomes in patients with and without SGLT2i following TAVR. Major electronic databases were systematically searched through April 2025 for studies evaluating SGLT2i following TAVR. Risk ratios (RR) with 95% confidence intervals (CI) were pooled using a random-effects model. A P value of ≤0.05 was considered statistically significant. Two studies with 1534 patients undergoing TAVR (679: SGLT2i; 855: no SGLT2i) were included. SGLT2i therapy led to a significant reduction in HF hospitalization (RR: 0.56; 95% CI: 0.32-0.99; P = 0.05); however, no differences in all-cause (RR: 0.48; 95% CI: 0.13-1.72; P = 0.26) and cardiovascular mortality (RR: 0.53; 95% CI: 0.19-1.48; P = 0.22) were noted. SGLT2i are associated with a statistically and clinically significant reduction in HF hospitalization; however, no reduction in mortality was observed following TAVR. Further randomized controlled trials are warranted to support future guideline recommendations regarding SGLT2i following TAVR."
PubMed,aortic stenosis,Percutaneous axillary vs femoral access for transcatheter aortic valve replacement: Insights from a 2164-patient study.,Nicola Corcione; Salvatore Giordano; Paolo Ferraro; Alberto Morello; Michele Cimmino; Michele Albanese; Raffaella Avellino; Giuseppe Biondi-Zoccai; Martino Pepe; Arturo Giordano,10.1016/j.ijcard.2025.134093,2025-12-13,International journal of cardiology,"Transaxillary (TAx) access is increasingly adopted for transcatheter aortic valve implantation (TAVR) in patients with challenging iliofemoral anatomy. We aimed at evaluating the early clinical outcomes of TAx vs transfemoral (TF) access for TAVR.
We conducted a retrospective observational study stemming from the prospective RISPEVA registry, including all consecutive patients undergoing TAVR since 2013 at our Institution, where TAx is the only alternative access site whenever TF is contraindicated.
A total of 2164 patients were included: 60 (2.8 %) in the TAx group, and 2104 (97.2 %) in the TF group. Notably, no patient required alternative accesses or was referred for surgical aortic valve replacement. Baseline characteristics, including surgical risk scores such as EuroScore II (TAx = 5.3 ± 5.7, TF = 3.6 ± 3.7, p < 0.001) and comorbidities such as prior myocardial infarction (TAx = 10 [17.2 %], TF = 157 [8.1 %], p = 0.025), were clearly disfavoring the TAx group. Despite higher procedural times in the TAx group (69 ± 24 vs 59 ± 13 min, p < 0.001), procedural success rates were high in both groups (TAx = 58 [96.7 %], TF = 2077 [98.7 %], p = 0.191). Similarly, at 1-month follow-up there were no significant differences in all-cause mortality (TAx = 1 [1.7 %], TF = 26 [1.2 %], p = 0.534), stroke (TAx = 1 [1.7 %], TF = 11 [0.5 %], p = 0.287), myocardial infarction (TAx = 1 [1.7 %], TF = 8 [0.4 %], p = 0.224), major vascular complication (TAx = 4 [6.7 %], TF = 90 [4.3 %], p = 0.329), or major bleeding (TAx = 1 [1.7 %], TF = 36 [1.7 %], p = 1), as well as their composite (TAx = 7 [11.7 %], TF = 155 [7.4 %], risk difference = 4.3 % [95 % confidence interval - 3.9 % to 12.5 %], p = 0.210). Similar findings were obtained at multivariable adjusted analyses and those based on inverse probability of treatment weighting, despite their limited reliability given low event-per-variable ratios and instability.
In this single-center retrospective study, TAx TAVR was feasible whenever TF was not envisionable, and yielded quite favorable short-term clinical outcomes. While promising, these findings remain descriptive and hypothesis-generating, thus requiring additional prospective and randomized validation."
PubMed,aortic stenosis,"One-year outcomes of the RESILIA balloon-expandable transcatheter valve: survival, hemodynamics, and hypoattenuated leaflet thickening.",Kazuki Suruga; Vivek Patel; Yuchao Guo; Hidemasa Shitan; Daniel Ng; Takashi Nagasaka; Jaideep Menda; Adishwar Singh; Mitch Gheorghiu; Dhairya Patel; Aakriti Gupta; Tarun Chakravarty; Wen Cheng; Yuito Okada; Hasan Jilaihawi; Mamoo Nakamura; Raj R Makkar,10.1007/s12928-025-01227-1,2025-12-15,Cardiovascular intervention and therapeutics,"Performance evaluation of the latest fifth-generation SAPIEN 3 Ultra RESILIA (S3UR) valve in patients who underwent transcatheter aortic valve replacement (TAVR) is limited. The aim of this study was to compare the 1-year clinical outcomes, including valve performance, in patients undergoing TAVR with the S3UR compared to the SAPIEN 3 or SAPIEN 3 Ultra (S3/S3U). Patients with severe native aortic stenosis who underwent TAVR with either the S3UR or the S3/S3U valve were matched using propensity scores. Predictors of 1-year outcomes were identified. A subgroup analysis of patients who underwent post-TAVR CT was conducted. Among 4,908 patients, 312 matched pairs were assessed. At 1-year, compared to the S3/S3U group, the S3UR group exhibited lower all-cause mortality (HR: 0.42; 95% CI: 0.18-0.96; p = 0.041). The S3UR group demonstrated superior hemodynamic performance, including lower transvalvular gradients, larger effective orifice areas, and decreased incidence of severe prosthesis-patient mismatch and paravalvular leak. In patients who underwent post-TAVR CT (n = 280), prevalence of hypoattenuated leaflet thickening (HALT) at 30-day was lower in the S3UR group compared to S3/S3U (5.7% vs 16.2%; p = 0.006). In multivariate analysis, the S3UR group was independently associated with lower 1-year mortality and reduced HALT. In this propensity score-matched cohort, compared with the S3/S3U group, the S3UR group demonstrated favorable clinical outcomes and superior hemodynamic performance. In subgroup analysis, S3UR was also associated with a lower HALT incidence."
