source,keyword,title,authors,doi,publication_date,journal,abstract
PubMed,aortic stenosis,Intravascular Lithotripsy of Negatively Remodeled Calcified Abdominal Aorta to Facilitate Transfemoral Transcatheter Aortic Valve Replacement.,Takeshi Nishi; Jagadeesh K Kalavakunta; Abhinav Sood; Jerry W Pratt; Frank Saltiel; Vishal Gupta,10.1016/j.jaccas.2025.106527,2025-12-18,JACC. Case reports,"Transfemoral access is the preferred route for transcatheter aortic valve replacement (TAVR), but severe calcification and luminal narrowing of the iliofemoral artery or abdominal aorta may preclude safe large-bore sheath passage. Intravascular lithotripsy (IVL) has been increasingly used for iliofemoral vessel preparation, yet its application in the abdominal aorta has been rarely reported.
An 84-year-old woman with symptomatic severe aortic stenosis was deemed high risk for transfemoral TAVR owing to severe narrowing with circumferential calcification of infrarenal aorta with luminal diameter <5 mm. To preserve transfemoral access, IVL with a 7.0-mm Shockwave balloon was performed using stepwise low-pressure inflations (1-6 atm, 300 pulses), achieving adequate luminal expansion for an 18-F sheath. A 23-mm self-expanding valve was successfully implanted without complications, and the patient was discharged the next day.
This case demonstrates that IVL can safely modify a small-caliber, circumferentially calcified iliofemoral and abdominal aorta to facilitate transfemoral TAVR.
Stepwise low-pressure inflations and meticulous procedural planning may expand the feasibility of transfemoral access in patients otherwise considered for higher-risk alternative routes."
PubMed,aortic stenosis,Longitudinal Validation of a Deep Learning Index for Aortic Stenosis Progression.,Jiesuck Park; Jiyeon Kim; Yeonyee E Yoon; Jaeik Jeon; Seung-Ah Lee; Hong-Mi Choi; In-Chang Hwang; Goo-Yeong Cho; Hyuk-Jae Chang; Jae-Hyeong Park,10.1161/JAHA.125.045179,2026-01-14,Journal of the American Heart Association,"Aortic stenosis (AS) is a progressive disease requiring timely monitoring and intervention. While transthoracic echocardiography remains the diagnostic standard, deep learning-based approaches offer the potential for improved disease tracking. This study examined the longitudinal changes in a previously developed deep learning-derived index for AS continuum (DLi-ASc) and assessed its prognostic association with progression to severe AS.
We retrospectively analyzed 2373 patients (7371 transthoracic echocardiographies) from 2 tertiary hospitals. DLi-ASc (scaled 0-100), derived from parasternal long-axis and short-axis views, was tracked longitudinally. The median follow-up duration was 42.8 (interquartile range, 22.2-75.7) months.
DLi-ASc increased in parallel with worsening AS stages (P for trend<0.001) and showed strong correlations with aortic valve maximal velocity (Pearson correlation coefficient, 0.69; P<0.001) and mean pressure gradient (Pearson correlation coefficient, 0.66; P<0.001). Higher baseline DLi-ASc was associated with a faster AS progression rate (P for trend<0.001). Additionally, the annualized change in DLi-ASc, estimated using linear mixed-effect models, correlated strongly with the annualized progression of aortic valve maximal velocity (Pearson correlation coefficient, 0.71, P<0.001) and mean pressure gradient (Pearson correlation coefficient, =0.68; P<0.001). In Fine-Gray competing risk models, baseline DLi-ASc was independently associated with progression to severe AS, even after adjustment for aortic valve maximal velocity or mean pressure gradient (hazard ratios per 10-point increase, 2.38 and 2.80, respectively).
DLi-ASc increased in parallel with AS progression and was independently associated with severe AS progression. These findings support its role as a noninvasive imaging-based digital marker for longitudinal AS monitoring and risk stratification."
PubMed,aortic stenosis,Alterations in Cardiac Structure and Function Associated With Sub-Severe Aortic Stenosis Progression: The ARIC Study.,Khaled Shelbaya; Brian Claggett; Pranav Dorbala; Hicham Skali; Scott D Solomon; Kunihiro Matsushita; Suma Konety; Thomas H Mosley; Amil M Shah,10.1161/JAHA.125.045047,2026-01-14,Journal of the American Heart Association,"American Heart Association and American College of Cardiology guidelines articulate 4 aortic stenosis (AS) stages to highlight its progressive nature, but limited data exist on cardiac alterations in sub-severe stages.
ARIC (Atherosclerosis Risk in Communities) study participants with protocol echocardiography at Visit 5 (V5; 2011-2013) and free of aortic valve (AV) replacement or cardiovascular disease were classified by ACC/AHA AS stages at V5 and Visit 7 (V7; 2018-2019). AS stage progression was defined as AV replacement or hospitalization, or a higher stage at V7. Associations of AS stage at V5 and AS stage progression from V5 to V7 with cardiac structure and function were assessed using multivariable linear regression. Associations of extra-AV cardiac abnormality categories with AS stage progression were assessed by multivariable logistic regression.
Of 5206 V5 participants (age 75±5 years, 40% men), AS stages A and B at V5 were associated with greater left ventricular wall thickness, mass, and filling pressure measures at both V5 and V7 compared with Stage 0. Among 1562 participants with assessable AS stage at V7, AS stage progression occurred in 370 and was associated with greater worsening of these measures (all P<0.02). The presence of both left ventricular and left atrial extra-AV abnormalities was associated with greater likelihood of AS stage progression (odds ratio 1.7 [95% CI, 1.2-2.6], P=0.009).
Early AS stages are associated with greater left ventricular mass and diastolic dysfunction, and AS stage progression is associated with worsening of these measures. The presence of both left ventricular and left atrial extra-AV abnormalities is associated with a greater likelihood of early AS stage progression."
PubMed,aortic stenosis,Assessment of the Genetic Relationship Between Circulating Cytokines and Calcific Aortic Valvular Stenosis Using a Bidirectional Mendelian Randomization Analysis.,Junyi He; Boao Chen; Junling Mao; Ni Xia; Lingfeng Zha,10.1096/fj.202502613R,2026-01-31,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,"Available studies have found associations between several cytokines and calcific aortic valvular stenosis (CAVS). To better comprehend the causal link between circulating cytokines and CAVS, we performed a bidirectional Mendelian randomization (MR) study. Genetic variants associated with 41 cytokines were obtained from public genome-wide association study (GWAS), and summary statistics for GWAS of CAVS were obtained from the FinnGen consortium. Forward MR analysis was conducted to determine the impacts of 41 cytokines on CAVS risk and reverse MR analysis was used to determine whether genetic susceptibility to CAVS altered the levels of these cytokines. Inverse-variance weighting (IVW) was implemented as the primary method, and several different sensitivity analyses were used to verify the reliability of the findings. Our results found no significant association between 41 cytokines and CAVS risk. However, increased levels of interleukin-18 (IL-18) (odds ratio [OR] = 1.080, 95% CI: 1.024-1.139) and interferon-gamma (IFN-γ) (OR = 1.157, 95% CI: 1.028-1.302) had suggestive connections with an elevated risk of CAVS, and increased levels of IL-13 (OR = 0.942, 95% CI: 0.890-0.997) and IL-5 (OR = 0.892, 95% CI: 0.804-0.990) had suggestive associations with a reduced risk of CAVS. A reverse MR analysis found that CAVS had a suggestive relationship with a reduced level of platelet-derived growth factor BB (PDGF-BB) (OR = 0.920, 95% CI: 0.853-0.993) and IL-4 (OR = 0.925, 95% CI: 0.856-1.000). Our findings suggest the causal effects of IL-18, IFN-γ, IL-13, and IL-5 on CAVS risk, and genetic predisposition of CAVS may reduce the levels of PDGF-BB and IL-4."
PubMed,aortic stenosis,Association Between Fatty Liver Index and Brachial-Ankle Pulse Wave Velocity in the General Population　- A Cross-Sectional Study.,Daisuke Tokutake; Yuichi Akasaki; Shuya Shinchi; Shota Uebo; Shin Kawasoe; Takuro Kubozono; Hironori Miyahara; Koichi Tokushige; Mitsuru Ohishi,10.1253/circrep.CR-25-0218,2026-01-09,Circulation reports,"Although metabolic dysfunction-associated fatty liver disease is typically diagnosed using ultrasonography, the fatty liver index (FLI) offers a simple alternative. Brachial-ankle pulse wave velocity (baPWV) is an established marker of arterial stiffness and a predictor of cardiovascular events. This study investigated the association between FLI and baPWV in a general Japanese population.
This cross-sectional study included participants aged ≥18 years, excluding those with atrial fibrillation, lower extremity artery disease, severe aortic stenosis, or missing data. The primary outcome was an elevated baPWV (≥1,800 cm/s). Multivariable logistic regression analysis was performed to assess the association between FLI and elevated baPWV, considering FLI both as a categorical variable (low risk: FLI <30; moderate risk: FLI ≥30 and <60; high risk: FLI ≥60) and as a continuous variable (per 10-unit increase). The analysis included 10,122 individuals (mean age 54.3 years; 55% male). In multivariable-adjusted models, the odds of elevated baPWV were significantly higher in the moderate-risk (odds ratio [OR] 1.47; 95% confidence interval [CI] 1.20-1.79) and high-risk (OR 1.78; 95% CI 1.33-2.38) groups, using the low-risk group as the reference category. Each 10-unit increase in FLI was associated with significantly higher odds of the outcome (OR 1.16; 95% CI 1.10-1.22).
FLI showed a significant association with arterial stiffness in the general Japanese population."
PubMed,aortic stenosis,"Impacts of Sarcopenia, Osteopenia, and Osteosarcopenia on Patients Undergoing Transcatheter Aortic Valve Implantation　- A Single-Center Retrospective Cohort Study.",Hiroshi Kurazumi; Ryo Suzuki; Takato Nakashima; Ryosuke Nawata; Toshiki Yokoyama; Kazumasa Matsunaga; Yosuke Miyazaki; Atsuo Yamashita; Takayuki Okamura; Akihito Mikamo; Motoaki Sano; Kimikazu Hamano,10.1253/circrep.CR-25-0190,2026-01-09,Circulation reports,"The advent of transcatheter aortic valve implantation (TAVI) has increased the rate of aortic valve treatment in frail older adults. Factors contributing to frailty include sarcopenia (characterized by reduced muscle mass), osteopenia (characterized by decreased bone mineral density), and the newly termed osteosarcopenia, which is characterized by a simultaneous decline in muscle mass and bone mineral density. In this study, we aimed to investigate the impacts of sarcopenia, osteopenia, and osteosarcopenia on the clinical outcomes of TAVI.
We retrospectively analyzed 490 patients who underwent TAVI for aortic stenosis at Yamaguchi University Hospital between April 2014 and March 2025. Osteopenia, sarcopenia, and osteosarcopenia were diagnosed by preprocedural computed tomography. Patients were classified into normal (N), sarcopenia alone (S), osteopenia alone (O), and osteosarcopenia (OS) groups. Early clinical outcomes and 1-year survival rates exhibited no significant differences among the groups. However, the 5-year survival rates were 94.1%, 77.6%, 60.4%, and 46.5% in the N, S, O, and OS groups, respectively (P<0.05). The Cox proportional hazards model revealed osteosarcopenia as a significant risk factor for late death (hazard ratio, 2.09; P=0.0002).
Preoperative evaluation of muscle mass and bone density aids in stratifying TAVI risk."
PubMed,aortic stenosis,Intravascular Lithotripsy for Suprarenal Coral Reef Aorta: A Novel Endovascular Approach to Complex Calcified Disease.,Thalis Charalambous; Fotios Sousamlis; Grigorios Katsantouris; Eleftherios Gerardos; Nikolaos Zannes,10.7759/cureus.99086,2025-12,Cureus,"Coral reef aorta (CRA) is a rare atherosclerotic disease characterized by the presence of exophytic, calcified lesions protruding into the aortic lumen, causing severe stenosis of the aorta and its visceral and renal branches. Clinical presentation varies depending on the location and extent of the lesion. Treatment options include open surgery and endovascular approaches. Intravascular lithotripsy (IVL) is a novel endovascular technique that delivers acoustic shockwaves to modify calcified lesions, allowing luminal expansion. We report the case of a 76-year-old female with severe stenosis of the suprarenal aorta, right renal artery, superior and inferior mesenteric artery, and occluded left renal artery. Due to the anatomical complexity and lack of suitable landing zones, the suprarenal aorta was treated with IVL alone without stent or stent-graft placement. To preserve mesenteric perfusion, a balloon-expandable stent was deployed in the inferior mesenteric artery, which served as the dominant supply due to severe superior mesenteric artery stenosis. Following IVL, the patient reported immediate symptom resolution with no periprocedural complications. This case highlights the potential role of IVL as a safe, effective standalone treatment for complex CRA cases."
PubMed,aortic stenosis,Evaluation of the Efficacy and Safety of a 3D Navigation-Guided Transcatheter Aortic Valve Implantation Technique in Patients With Severe Aortic Stenosis and a High Risk of Atrioventricular Conduction Disorders: Results of a Pilot Randomized Study.,A A Baranov; A G Badoian; D A Khelimskii; A Yu Сydenova; M A Makhmudov; I S Peregudov; A G Filippenko; V V Shabanov; A B Romanov; O V Krestyaninov,10.18087/cardio.2025.12.n2967,2026-01-14,Kardiologiia,"Aim        To evaluate the efficacy and safety of a new 3D navigation-guided technique for transcatheter aortic valve implantation (TAVI) in patients with severe aortic stenosis (AS) and a high risk of atrioventricular (AV) conduction disorder.Material and methods    The study presents the results of a single-center prospective randomized pilot study. Sixty patients meeting inclusion and exclusion criteria with at least one criterion of a high risk for AV conduction disorder were enrolled in the study. All included patients were randomized 1:1 into two groups. In Group 1, TAVI was performed using a 3D navigation-guided technique, while in Group 2, the classical TAVI technique was used. The primary endpoint was the composite incidence of permanent pacemaker (PP) implantation and new-onset complete left bundle branch block (LBBB) at 6 months.Results  In the early postoperative period, the 3D navigation-guided TAVI group had a lower incidence of new-onset LBBB (10.3% vs. 33.3%; p=0.03), better parameters of intraventricular conduction according to electrophysiology study (EPS) (H-V interval 79.1±13.5 ms vs. 96.0±39.9 ms; p=0.03) and electrocardiography (QRS complex duration 108.0±16.3 ms vs. 119.0±22.6 ms; p=0.04). The incidence of PP implantation during the hospital stage, A-H interval duration, and Wenckebach point in the AV junction according to EPS did not differ significantly between the groups. The incidence of the primary endpoint (PP implantation + new-onset LBBB) during the 6-month follow-up period was 43.3% in the classical technique group and 16.7% in the 3D navigation-guided TAVI group (p=0.02). There were no statistically significant differences between the groups in the incidence of procedural complications or major adverse cardiovascular and cerebrovascular outcomes.Conclusion         This study demonstrated the efficacy and safety of a new 3D navigation-guided TAVI technique in reducing the composite rate of implantation PP and LBBB at 6 months post-procedure, with comparable rates of procedural complications and major adverse cardiac and cerebrovascular events (MACCE) during long-term follow-up. Implementation of these findings into clinical practice will enable personalization and optimization of transcatheter treatment outcomes in patients with severe AS."
PubMed,aortic stenosis,Neocuspidization versus bioprosthesis in surgical replacement of the aortic valve: a propensity-matched comparative analysis of immediate and mid-term outcomes.,Igor Mokryk; Illia Nechai; Ihor Stetsiuk; Alexandros Mourtarakos; Mykhailo Todurov; Vitaly Demyanchuk; Borys Todurov,10.1007/s11748-025-02243-x,2026-01-13,General thoracic and cardiovascular surgery,"This study aims to compare the immediate and mid-term outcomes of Aortic Valve Neocuspidization (AVNeo) with surgical aortic valve replacement using a bioprosthesis (BioSAVR) to determine if neocuspidization can overcome limitations of current techniques.
From December 2016 to December 2023, 155 patients received AVNeo at the Heart Institute, while 301 underwent BioSAVR. Baseline characteristics were balanced using 1:1 propensity matching.
132 identical patient pairs were included in the analysis. Neocuspidization had longer ischemic times (98.67 ± 28.47 min vs. 66.76 ± 25.04 min, ρ < 0.001). Permanent pacemaker implantation (ρ = 0.072) and paravalvular leaks (ρ = 0.041) were more common in the BioSAVR group. Follow-up averaged 43.8 ± 27.30 months. Severe post-procedural aortic stenosis (PPAS) was more frequent after BioSAVR (3 (2.8%) vs. 1 (0.9%), ρ = 0.006), but AVNeo experienced more recurrent severe aortic regurgitation (AR) (3 (2.8%) vs. 0, ρ = 0.035). Reoperation rates were similar (AVNeo 3.1%, BioSAVR 1.5%, ρ = 0.680). Prosthetic valve endocarditis (PVE) was responsible for half (2 cases) of the AVNeo reoperations. Survival rate during follow-up was comparable: 92.8% (AVNeo) and 94.4% (BioSAVR), ρ = 0.672.
Immediate and mid-term AVNeo quality outcomes were comparable to those of BioSAVR. Transvalvular hemodynamics were better, and the incidence of PPAS was lower after AVNeo, supporting the recommendation of this procedure for patients at high risk of patient-prosthesis mismatch. During follow-up, AVNeo patients require close monitoring for recurrent AR and aggressive PVE prophylaxis. A multicenter long-term study is needed to confirm the stability of hemodynamic performance, the rate of Structural Valve Deterioration, and the incidence of PVE in AVNeo patients over the long term."
PubMed,aortic stenosis,Extremity Function After Transfemoral Transcatheter Aortic Valve Implantation: A TAVI XS Sub-Study.,Geert A A Versteeg; Maxim J P Rooijakkers; Kimberley I Hemelrijk; Pieter J Vlaar; Daniël C Overduin; Marleen H van Wely; Hugo M Aarts; Dirk-Jan van Ginkel; Niels A Stens; Lokien X van Nunen; Robert Jan van Geuns; Leen A F M van Garsse; Guillaume S C Geuzebroek; Michel W A Verkroost; Aysun Cetinyurek-Yavuz; Robin H Heijmen; Dick H J Thijssen; Jurrien M Ten Berg; Pim A L Tonino; Ronak Delewi; Niels van Royen,10.1002/ccd.70470,2026-01-13,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,"Physical decline after transcatheter aortic valve implantation (TAVI) is associated with worse outcomes. However, data on post-TAVI extremity function are limited. This sub-study of the TAVI XS trial aimed to assess extremity function after transfemoral TAVI, evaluate functional decline, compare outcomes between upper-and lower-extremity secondary access approaches and identify predictors of functional decline after TAVI.
The TAVI XS was a randomized clinical trial comparing upper- and lower-extremity secondary access during TAVI. Patients were assessed for extremity function at baseline and at 30 days using the Lower Extremity Function Scale (higher score indicating better function) and the Quick Disabilities of the Arm, Shoulder, and Hand questionnaire (higher score indicating worse function).
Lower-extremity (45.0 [IQR 35.0-57.0] to 52.0 [39.0-63.0]; p < 0.001), and upper-extremity function (11.4 [2.3-25.0] to 6.8 [0-22.7]; p = 0.003) improved after TAVI. Relevant decline in lower-extremity function occurred in 20 (8.4%) patients, and in upper-extremity function in 19 (8.0%) patients. No differences in post-TAVI function were observed between upper- or lower-extremity secondary access (lower-extremity: 10.1% vs. 6.7%; p = 0.35, upper-extremity: 7.6% vs. 8.4%; p = 0.81). Predictors (OR [95% CI]) of clinically relevant decline were baseline use of dual antiplatelet therapy/oral anticoagulants (4.17 [1.39-12.49]; p = 0.01) for lower-extremity function and multiple punctures (4.05 [1.46-11.24]; p = 0.007) for upper-extremity function. Age inversely affected lower- (0.92 [0.85-0.99/year]; p = 0.02) and upper-extremity function (0.93 [0.86-0.99/year]; p = 0.04).
The incidence of clinically relevant decline in extremity function after TAVI is low. No differences in reported extremity function were observed between the upper- and lower-extremity secondary access approach. Predictors of decline were antithrombotic therapy and multiple punctures.
ClinicalTrials.gov identifier: NCT05672823."
